Energy_MeV,F8_Response,Relative_Error
0.0000,8.63214000E-04,0.0015
0.0100,7.19246000E-04,0.0017
0.0200,1.52110000E-04,0.0036
0.0300,1.57200000E-05,0.0113
0.0400,1.20720000E-05,0.0129
0.0500,1.24200000E-05,0.0127
0.0600,1.32580000E-05,0.0123
0.0700,1.40580000E-05,0.0119
0.0800,1.60920000E-05,0.0111
0.0900,1.84940000E-05,0.0104
0.1000,2.06820000E-05,0.0098
0.1100,2.21680000E-05,0.0095
0.1200,2.40000000E-05,0.0091
0.1300,2.40020000E-05,0.0091
0.1400,2.44300000E-05,0.009
0.1500,2.39180000E-05,0.0091
0.1600,2.45480000E-05,0.009
0.1700,2.45600000E-05,0.009
0.1800,2.42680000E-05,0.0091
0.1900,2.24720000E-05,0.0094
0.2000,2.09300000E-05,0.0098
0.2100,1.99620000E-05,0.01
0.2200,1.95680000E-05,0.0101
0.2300,1.94520000E-05,0.0101
0.2400,1.90860000E-05,0.0102
0.2500,1.83000000E-05,0.0105
0.2600,1.79020000E-05,0.0106
0.2700,1.81100000E-05,0.0105
0.2800,1.77840000E-05,0.0106
0.2900,1.79740000E-05,0.0105
0.3000,1.75780000E-05,0.0107
0.3100,1.65780000E-05,0.011
0.3200,1.47860000E-05,0.0116
0.3300,1.29280000E-05,0.0124
0.3400,1.22580000E-05,0.0128
0.3500,1.15380000E-05,0.0132
0.3600,1.07940000E-05,0.0136
0.3700,1.02720000E-05,0.014
0.3800,9.79000000E-06,0.0143
0.3900,9.55600000E-06,0.0145
0.4000,9.45600000E-06,0.0145
0.4100,8.96600000E-06,0.0149
0.4200,8.52400000E-06,0.0153
0.4300,8.58000000E-06,0.0153
0.4400,8.01400000E-06,0.0158
0.4500,7.86000000E-06,0.016
0.4600,7.63600000E-06,0.0162
0.4700,7.76200000E-06,0.0161
0.4800,8.12600000E-06,0.0157
0.4900,9.91200000E-06,0.0142
0.5000,1.35180000E-05,0.0122
0.5100,1.71680000E-05,0.0108
0.5200,1.73320000E-05,0.0107
0.5300,1.36240000E-05,0.0121
0.5400,9.45200000E-06,0.0145
0.5500,7.09400000E-06,0.0168
0.5600,6.04000000E-06,0.0182
0.5700,5.57400000E-06,0.0189
0.5800,5.65600000E-06,0.0188
0.5900,5.39200000E-06,0.0193
0.6000,5.37200000E-06,0.0193
0.6100,5.14200000E-06,0.0197
0.6200,5.20600000E-06,0.0196
0.6300,5.06600000E-06,0.0199
