Energy_MeV,F8_Response_per_source_neutron,Relative_Error
1.51,2.602e-06,0.0196
1.52,2.622e-06,0.0195
1.53,2.67e-06,0.0194
1.54,2.644e-06,0.0194
1.55,2.714e-06,0.0192
1.56,2.76e-06,0.019
1.57,2.819e-06,0.0188
1.58,2.826e-06,0.0188
1.59,3.061e-06,0.0181
1.6,3.347e-06,0.0173
1.61,3.609e-06,0.0166
1.62,3.614e-06,0.0166
1.63,3.528e-06,0.0168
1.64,3.23e-06,0.0176
1.65,2.874e-06,0.0187
1.66,2.743e-06,0.0191
1.67,2.767e-06,0.019
1.68,2.846e-06,0.0187
1.69,2.937e-06,0.0185
1.7,3.064e-06,0.0181
1.71,3.17e-06,0.0178
1.72,3.189e-06,0.0177
1.73,3.069e-06,0.0181
1.74,2.814e-06,0.0189
1.75,2.662e-06,0.0194
1.76,2.675e-06,0.0193
1.77,2.668e-06,0.0194
1.78,2.891e-06,0.0186
1.79,3.061e-06,0.0181
1.8,3.391e-06,0.0172
1.81,3.484e-06,0.0169
1.82,3.396e-06,0.0172
1.83,3.186e-06,0.0177
1.84,2.877e-06,0.0186
1.85,2.52e-06,0.0199
1.86,2.442e-06,0.0202
1.87,2.445e-06,0.0202
1.88,2.565e-06,0.0197
1.89,2.516e-06,0.0199
1.9,2.47e-06,0.0201
1.91,2.613e-06,0.0196
1.92,2.609e-06,0.0196
1.93,2.544e-06,0.0198
1.94,2.594e-06,0.0196
1.95,2.572e-06,0.0197
1.96,2.644e-06,0.0194
1.97,2.524e-06,0.0199
1.98,2.577e-06,0.0197
1.99,2.527e-06,0.0199
2,2.474e-06,0.0201
2.01,2.366e-06,0.0206
2.02,2.342e-06,0.0207
2.03,2.274e-06,0.021
2.04,2.239e-06,0.0211
2.05,2.216e-06,0.0212
2.06,2.125e-06,0.0217
2.07,2.215e-06,0.0212
2.08,2.059e-06,0.022
2.09,2.135e-06,0.0216
2.1,2.139e-06,0.0216
2.11,2.146e-06,0.0216
2.12,2.064e-06,0.022
2.13,2.082e-06,0.0219
2.14,2.057e-06,0.022
2.15,2.053e-06,0.0221
2.16,2.168e-06,0.0215
2.17,2.345e-06,0.0207
2.18,2.535e-06,0.0199
2.19,2.947e-06,0.0184
2.2,3.482e-06,0.0169
2.21,3.81e-06,0.0162
2.22,3.904e-06,0.016
2.23,3.615e-06,0.0166
2.24,3.247e-06,0.0175
2.25,2.866e-06,0.0187
2.26,2.741e-06,0.0191
2.27,2.438e-06,0.0203
2.28,2.503e-06,0.02
2.29,2.396e-06,0.0204
2.3,2.415e-06,0.0203
2.31,2.467e-06,0.0201
2.32,2.268e-06,0.021
2.33,2.096e-06,0.0218
2.34,2.084e-06,0.0219
2.35,1.96e-06,0.0226
2.36,1.966e-06,0.0226
2.37,2.055e-06,0.0221
2.38,2.065e-06,0.022
2.39,2.055e-06,0.0221
2.4,1.98e-06,0.0225
2.41,1.99e-06,0.0224
2.42,1.939e-06,0.0227
2.43,1.933e-06,0.0227
2.44,1.945e-06,0.0227
2.45,1.998e-06,0.0224
2.46,2.036e-06,0.0222
2.47,2.121e-06,0.0217
2.48,2.172e-06,0.0215
2.49,2.238e-06,0.0211
2.5,2.286e-06,0.0209
2.51,2.252e-06,0.0211
2.52,2.126e-06,0.0217
2.53,2.088e-06,0.0219
2.54,1.951e-06,0.0226
2.55,1.904e-06,0.0229
2.56,1.964e-06,0.0226
2.57,1.885e-06,0.023
2.58,1.923e-06,0.0228
2.59,1.892e-06,0.023
2.6,1.971e-06,0.0225
2.61,1.916e-06,0.0228
2.62,1.92e-06,0.0228
2.63,1.943e-06,0.0227
2.64,1.989e-06,0.0224
2.65,2.122e-06,0.0217
2.66,2.144e-06,0.0216
2.67,2.265e-06,0.021
2.68,2.302e-06,0.0208
2.69,2.277e-06,0.021
2.7,2.318e-06,0.0208
2.71,2.524e-06,0.0199
2.72,2.744e-06,0.0191
2.73,2.899e-06,0.0186
2.74,3.011e-06,0.0182
2.75,2.727e-06,0.0191
2.76,2.717e-06,0.0192
2.77,2.477e-06,0.0201
2.78,2.346e-06,0.0206
2.79,2.194e-06,0.0213
2.8,2.251e-06,0.0211
2.81,2.404e-06,0.0204
2.82,2.319e-06,0.0208
2.83,2.447e-06,0.0202
2.84,2.219e-06,0.0212
2.85,2.212e-06,0.0213
2.86,2.072e-06,0.022
2.87,2.004e-06,0.0223
2.88,1.963e-06,0.0226
2.89,1.996e-06,0.0224
2.9,2.071e-06,0.022
2.91,2.149e-06,0.0216
2.92,2.06e-06,0.022
2.93,1.985e-06,0.0224
2.94,2.047e-06,0.0221
2.95,2.04e-06,0.0221
2.96,2.102e-06,0.0218
2.97,2.189e-06,0.0214
2.98,2.19e-06,0.0214
2.99,2.305e-06,0.0208
3,2.466e-06,0.0201
3.01,2.422e-06,0.0203
3.02,2.238e-06,0.0211
3.03,2.275e-06,0.021
3.04,2.054e-06,0.0221
3.05,1.872e-06,0.0231
3.06,1.862e-06,0.0232
3.07,1.917e-06,0.0228
3.08,1.798e-06,0.0236
3.09,1.859e-06,0.0232
3.1,1.8e-06,0.0236
3.11,1.765e-06,0.0238
3.12,1.909e-06,0.0229
3.13,1.936e-06,0.0227
3.14,1.971e-06,0.0225
3.15,2.067e-06,0.022
3.16,2.256e-06,0.0211
3.17,2.349e-06,0.0206
3.18,2.403e-06,0.0204
3.19,2.526e-06,0.0199
3.2,2.675e-06,0.0193
3.21,2.543e-06,0.0198
3.22,2.625e-06,0.0195
3.23,2.561e-06,0.0198
3.24,2.594e-06,0.0196
3.25,2.529e-06,0.0199
3.26,2.308e-06,0.0208
3.27,2.126e-06,0.0217
3.28,2.098e-06,0.0218
3.29,1.895e-06,0.023
3.3,1.776e-06,0.0237
3.31,1.92e-06,0.0228
3.32,1.893e-06,0.023
3.33,1.994e-06,0.0224
3.34,2.009e-06,0.0223
3.35,2.086e-06,0.0219
3.36,2.035e-06,0.0222
3.37,1.975e-06,0.0225
3.38,2.118e-06,0.0217
3.39,2.202e-06,0.0213
3.4,2.289e-06,0.0209
3.41,2.219e-06,0.0212
3.42,2.33e-06,0.0207
3.43,2.158e-06,0.0215
3.44,2.156e-06,0.0215
3.45,2.1e-06,0.0218
3.46,1.97e-06,0.0225
3.47,1.839e-06,0.0233
3.48,1.767e-06,0.0238
3.49,1.694e-06,0.0243
3.5,1.681e-06,0.0244
3.51,1.615e-06,0.0249
3.52,1.503e-06,0.0258
3.53,1.533e-06,0.0255
3.54,1.551e-06,0.0254
3.55,1.481e-06,0.026
3.56,1.55e-06,0.0254
3.57,1.539e-06,0.0255
3.58,1.498e-06,0.0258
3.59,1.429e-06,0.0265
3.6,1.515e-06,0.0257
3.61,1.52e-06,0.0256
3.62,1.534e-06,0.0255
3.63,1.546e-06,0.0254
3.64,1.678e-06,0.0244
3.65,1.696e-06,0.0243
3.66,1.877e-06,0.0231
3.67,1.856e-06,0.0232
3.68,2.127e-06,0.0217
3.69,2.138e-06,0.0216
3.7,2.189e-06,0.0214
3.71,2.18e-06,0.0214
3.72,2.297e-06,0.0209
3.73,2.393e-06,0.0204
3.74,2.352e-06,0.0206
3.75,2.452e-06,0.0202
3.76,2.291e-06,0.0209
3.77,2.049e-06,0.0221
3.78,1.857e-06,0.0232
3.79,1.593e-06,0.0251
3.8,1.437e-06,0.0264
3.81,1.281e-06,0.0279
3.82,1.214e-06,0.0287
3.83,1.254e-06,0.0282
3.84,1.381e-06,0.0269
3.85,1.359e-06,0.0271
3.86,1.375e-06,0.027
3.87,1.436e-06,0.0264
3.88,1.441e-06,0.0263
3.89,1.425e-06,0.0265
3.9,1.514e-06,0.0257
3.91,1.707e-06,0.0242
3.92,1.727e-06,0.0241
3.93,1.725e-06,0.0241
3.94,1.699e-06,0.0243
3.95,1.517e-06,0.0257
3.96,1.422e-06,0.0265
3.97,1.251e-06,0.0283
3.98,1.145e-06,0.0296
3.99,9.81e-07,0.0319
4,9.91e-07,0.0318
4.01,8.73e-07,0.0338
4.02,9.43e-07,0.0326
4.03,9.18e-07,0.033
4.04,8.89e-07,0.0335
4.05,9.23e-07,0.0329
4.06,8.72e-07,0.0339
4.07,8.7e-07,0.0339
4.08,8.72e-07,0.0339
4.09,8.71e-07,0.0339
4.1,9.3e-07,0.0328
4.11,8.97e-07,0.0334
4.12,9.5e-07,0.0324
4.13,9.61e-07,0.0323
4.14,9.72e-07,0.0321
4.15,9.7e-07,0.0321
4.16,9.93e-07,0.0317
4.17,9.73e-07,0.0321
4.18,1.017e-06,0.0314
4.19,9.19e-07,0.033
4.2,9.09e-07,0.0332
4.21,8.49e-07,0.0343
4.22,9.11e-07,0.0331
4.23,8.61e-07,0.0341
4.24,7.9e-07,0.0356
4.25,8.35e-07,0.0346
4.26,8.03e-07,0.0353
4.27,8.28e-07,0.0348
4.28,8.27e-07,0.0348
4.29,7.37e-07,0.0368
4.3,8.28e-07,0.0348
4.31,7.93e-07,0.0355
4.32,8.04e-07,0.0353
4.33,8.37e-07,0.0346
4.34,7.38e-07,0.0368
4.35,7.38e-07,0.0368
4.36,7.31e-07,0.037
4.37,7.56e-07,0.0364
4.38,8.09e-07,0.0352
4.39,8.32e-07,0.0347
4.4,8.36e-07,0.0346
4.41,9.31e-07,0.0328
4.42,9.57e-07,0.0323
4.43,9.64e-07,0.0322
4.44,1.066e-06,0.0306
4.45,9.86e-07,0.0318
4.46,9.51e-07,0.0324
4.47,9.11e-07,0.0331
4.48,8.77e-07,0.0338
4.49,7.7e-07,0.036
4.5,7.44e-07,0.0367
4.51,7.34e-07,0.0369
4.52,7.13e-07,0.0375
4.53,7.4e-07,0.0368
4.54,7.55e-07,0.0364
4.55,7.34e-07,0.0369
4.56,7.4e-07,0.0368
4.57,7.25e-07,0.0371
4.58,7.6e-07,0.0363
4.59,7.46e-07,0.0366
4.6,7.73e-07,0.036
4.61,7.58e-07,0.0363
4.62,7.44e-07,0.0367
4.63,7.84e-07,0.0357
4.64,7.9e-07,0.0356
4.65,7.87e-07,0.0356
4.66,8.11e-07,0.0351
4.67,8e-07,0.0354
4.68,7.79e-07,0.0358
4.69,7.53e-07,0.0364
4.7,7.33e-07,0.0369
4.71,7.73e-07,0.036
4.72,7.72e-07,0.036
4.73,7.67e-07,0.0361
4.74,7.14e-07,0.0374
4.75,8.16e-07,0.035
4.76,7.17e-07,0.0373
4.77,7.58e-07,0.0363
4.78,6.94e-07,0.038
4.79,6.85e-07,0.0382
4.8,7.57e-07,0.0363
4.81,7.51e-07,0.0365
4.82,7.32e-07,0.037
4.83,6.92e-07,0.038
4.84,7.2e-07,0.0373
4.85,7.23e-07,0.0372
4.86,6.61e-07,0.0389
4.87,7.01e-07,0.0378
4.88,7.29e-07,0.037
4.89,6.86e-07,0.0382
4.9,7.98e-07,0.0354
4.91,7.27e-07,0.0371
4.92,7.21e-07,0.0372
4.93,7.83e-07,0.0357
4.94,7.85e-07,0.0357
4.95,7.32e-07,0.037
4.96,7.59e-07,0.0363
4.97,8.14e-07,0.035
4.98,7.28e-07,0.0371
4.99,7.77e-07,0.0359
5,7.19e-07,0.0373
5.01,6.76e-07,0.0385
5.02,6.75e-07,0.0385
5.03,6.87e-07,0.0382
5.04,7.76e-07,0.0359
5.05,7.63e-07,0.0362
5.06,7.92e-07,0.0355
5.07,8.7e-07,0.0339
5.08,9.73e-07,0.0321
5.09,1.141e-06,0.0296
5.1,1.284e-06,0.0279
5.11,1.321e-06,0.0275
5.12,1.291e-06,0.0278
5.13,1.31e-06,0.0276
5.14,1.193e-06,0.029
5.15,1.11e-06,0.03
5.16,1.034e-06,0.0311
5.17,9.97e-07,0.0317
5.18,9.32e-07,0.0328
5.19,9.25e-07,0.0329
5.2,8.54e-07,0.0342
5.21,9.02e-07,0.0333
5.22,8.91e-07,0.0335
5.23,8.61e-07,0.0341
5.24,8.59e-07,0.0341
5.25,8.92e-07,0.0335
5.26,8.17e-07,0.035
5.27,8.72e-07,0.0339
5.28,8.54e-07,0.0342
5.29,8.2e-07,0.0349
5.3,8.27e-07,0.0348
5.31,8.29e-07,0.0347
5.32,8.12e-07,0.0351
5.33,8.19e-07,0.0349
5.34,8.15e-07,0.035
5.35,8.5e-07,0.0343
5.36,8.81e-07,0.0337
5.37,8.38e-07,0.0345
5.38,8.4e-07,0.0345
5.39,8.69e-07,0.0339
5.4,8.61e-07,0.0341
5.41,8.25e-07,0.0348
5.42,8.28e-07,0.0348
5.43,8.07e-07,0.0352
5.44,8.16e-07,0.035
5.45,7.63e-07,0.0362
5.46,7.76e-07,0.0359
5.47,7.73e-07,0.036
5.48,7.27e-07,0.0371
5.49,7.29e-07,0.037
5.5,7.1e-07,0.0375
5.51,6.44e-07,0.0394
5.52,6.9e-07,0.0381
5.53,6.92e-07,0.038
5.54,6.76e-07,0.0385
5.55,7.21e-07,0.0372
5.56,7.97e-07,0.0354
5.57,8.55e-07,0.0342
5.58,1.027e-06,0.0312
5.59,1.228e-06,0.0285
5.6,1.464e-06,0.0261
5.61,1.603e-06,0.025
5.62,1.727e-06,0.0241
5.63,1.655e-06,0.0246
5.64,1.672e-06,0.0245
5.65,1.541e-06,0.0255
5.66,1.256e-06,0.0282
5.67,1.134e-06,0.0297
5.68,9.84e-07,0.0319
5.69,8.74e-07,0.0338
5.7,8.04e-07,0.0353
5.71,7.97e-07,0.0354
5.72,7.22e-07,0.0372
5.73,6.94e-07,0.038
5.74,6.87e-07,0.0382
5.75,7.05e-07,0.0377
5.76,7.15e-07,0.0374
5.77,7.24e-07,0.0372
5.78,6.99e-07,0.0378
5.79,7.41e-07,0.0367
5.8,7.05e-07,0.0377
5.81,7.11e-07,0.0375
5.82,7.67e-07,0.0361
5.83,6.6e-07,0.0389
5.84,7e-07,0.0378
5.85,7.65e-07,0.0362
5.86,7.68e-07,0.0361
5.87,8.26e-07,0.0348
5.88,7.98e-07,0.0354
5.89,8.31e-07,0.0347
5.9,8.33e-07,0.0346
5.91,8.14e-07,0.035
5.92,8.18e-07,0.035
5.93,8.03e-07,0.0353
5.94,7.07e-07,0.0376
5.95,6.66e-07,0.0387
5.96,6.34e-07,0.0397
5.97,6.23e-07,0.0401
5.98,5.28e-07,0.0435
5.99,5.82e-07,0.0415
6,5.09e-07,0.0443
6.01,4.67e-07,0.0463
6.02,5.12e-07,0.0442
6.03,4.74e-07,0.0459
6.04,5.49e-07,0.0427
6.05,5.64e-07,0.0421
6.06,6.18e-07,0.0402
6.07,6.86e-07,0.0382
6.08,8.46e-07,0.0344
6.09,9.86e-07,0.0318
6.1,1.159e-06,0.0294
6.11,1.238e-06,0.0284
6.12,1.458e-06,0.0262
6.13,1.462e-06,0.0262
6.14,1.417e-06,0.0266
6.15,1.315e-06,0.0276
6.16,1.182e-06,0.0291
6.17,1.012e-06,0.0314
6.18,9.04e-07,0.0333
6.19,7.29e-07,0.037
6.2,6.24e-07,0.04
6.21,5.76e-07,0.0417
6.22,5.01e-07,0.0447
6.23,4.89e-07,0.0452
6.24,4.62e-07,0.0465
6.25,4.81e-07,0.0456
6.26,4.54e-07,0.0469
6.27,4.05e-07,0.0497
6.28,4.46e-07,0.0474
6.29,4.1e-07,0.0494
6.3,4.44e-07,0.0475
6.31,4.42e-07,0.0476
6.32,4.28e-07,0.0483
6.33,4.43e-07,0.0475
6.34,4.52e-07,0.047
6.35,4.44e-07,0.0475
6.36,5.21e-07,0.0438
6.37,5.27e-07,0.0436
6.38,5.88e-07,0.0412
6.39,6.34e-07,0.0397
6.4,6.64e-07,0.0388
6.41,7.23e-07,0.0372
6.42,7.17e-07,0.0373
6.43,7.1e-07,0.0375
6.44,6.41e-07,0.0395
6.45,5.73e-07,0.0418
6.46,5.09e-07,0.0443
6.47,4.78e-07,0.0457
6.48,4.56e-07,0.0468
6.49,4.33e-07,0.0481
6.5,3.67e-07,0.0522
6.51,3.75e-07,0.0516
6.52,3.93e-07,0.0504
6.53,4.06e-07,0.0496
6.54,3.78e-07,0.0514
6.55,4.06e-07,0.0496
6.56,4.86e-07,0.0454
6.57,5.11e-07,0.0442
6.58,5.68e-07,0.042
6.59,6.21e-07,0.0401
6.6,6.97e-07,0.0379
6.61,7.05e-07,0.0377
6.62,7.31e-07,0.037
6.63,6.72e-07,0.0386
6.64,6.22e-07,0.0401
6.65,5.48e-07,0.0427
6.66,4.85e-07,0.0454
6.67,4.57e-07,0.0468
6.68,4.15e-07,0.0491
6.69,3.94e-07,0.0504
6.7,3.78e-07,0.0514
6.71,3.59e-07,0.0528
6.72,3.35e-07,0.0546
6.73,3.69e-07,0.0521
6.74,3.09e-07,0.0569
6.75,2.97e-07,0.058
6.76,3.16e-07,0.0563
6.77,2.98e-07,0.0579
6.78,2.87e-07,0.059
6.79,3.01e-07,0.0576
6.8,2.86e-07,0.0591
6.81,2.93e-07,0.0584
6.82,2.48e-07,0.0635
6.83,2.93e-07,0.0584
6.84,2.6e-07,0.062
6.85,2.96e-07,0.0581
6.86,3.08e-07,0.057
6.87,3.13e-07,0.0565
6.88,3.53e-07,0.0532
6.89,3.77e-07,0.0515
6.9,3.93e-07,0.0504
6.91,4.26e-07,0.0485
6.92,4.2e-07,0.0488
6.93,4.13e-07,0.0492
6.94,3.93e-07,0.0504
6.95,3.38e-07,0.0544
6.96,3.25e-07,0.0555
6.97,2.63e-07,0.0617
6.98,2.16e-07,0.068
6.99,2.3e-07,0.0659
7,2.09e-07,0.0692
7.01,1.6e-07,0.0791
7.02,1.63e-07,0.0783
7.03,1.71e-07,0.0765
7.04,1.83e-07,0.0739
7.05,1.64e-07,0.0781
7.06,2.08e-07,0.0693
7.07,2.23e-07,0.067
7.08,2.76e-07,0.0602
7.09,3.26e-07,0.0554
7.1,3.27e-07,0.0553
7.11,3.84e-07,0.051
7.12,3.53e-07,0.0532
7.13,3.88e-07,0.0508
7.14,3.66e-07,0.0523
7.15,2.83e-07,0.0594
7.16,2.84e-07,0.0593
7.17,2.55e-07,0.0626
7.18,1.98e-07,0.0711
7.19,1.69e-07,0.0769
7.2,1.46e-07,0.0828
7.21,1.3e-07,0.0877
7.22,1.21e-07,0.0909
7.23,1.19e-07,0.0917
7.24,1.34e-07,0.0864
7.25,1.05e-07,0.0976
7.26,1.19e-07,0.0917
7.27,1.23e-07,0.0902
7.28,1.07e-07,0.0967
7.29,1.35e-07,0.0861
7.3,1.24e-07,0.0898
7.31,1.29e-07,0.088
7.32,1.16e-07,0.0928
7.33,1.3e-07,0.0877
7.34,1.33e-07,0.0867
7.35,1.17e-07,0.0925
7.36,1.34e-07,0.0864
7.37,1.26e-07,0.0891
7.38,1.3e-07,0.0877
7.39,1.19e-07,0.0917
7.4,1.36e-07,0.0857
7.41,1.09e-07,0.0958
7.42,1.02e-07,0.099
7.43,1.31e-07,0.0874
7.44,1.21e-07,0.0909
7.45,1e-07,0.1
7.46,9.8e-08,0.101
7.47,8.9e-08,0.106
7.48,1.07e-07,0.0967
7.49,1.23e-07,0.0902
7.5,9.7e-08,0.1015
7.51,8.6e-08,0.1078
7.52,1e-07,0.1
7.53,1.02e-07,0.099
7.54,9.4e-08,0.1031
7.55,1.13e-07,0.0941
7.56,9.6e-08,0.1021
7.57,1.31e-07,0.0874
7.58,1.18e-07,0.0921
7.59,9.4e-08,0.1031
7.6,1.06e-07,0.0971
7.61,1.18e-07,0.0921
7.62,1.03e-07,0.0985
7.63,1.07e-07,0.0967
7.64,9e-08,0.1054
7.65,1.17e-07,0.0925
7.66,9.6e-08,0.1021
7.67,8.1e-08,0.1111
7.68,9.5e-08,0.1026
7.69,7.6e-08,0.1147
7.7,8.8e-08,0.1066
7.71,7.3e-08,0.117
7.72,8.9e-08,0.106
7.73,8.7e-08,0.1072
7.74,8.3e-08,0.1098
7.75,1.05e-07,0.0976
7.76,7.7e-08,0.114
7.77,6.8e-08,0.1213
7.78,7.6e-08,0.1147
7.79,8.6e-08,0.1078
7.8,8.1e-08,0.1111
7.81,7.8e-08,0.1132
7.82,7.7e-08,0.114
7.83,8.2e-08,0.1104
7.84,8.5e-08,0.1085
7.85,1.05e-07,0.0976
7.86,9.9e-08,0.1005
7.87,8.1e-08,0.1111
7.88,7.3e-08,0.117
7.89,6.9e-08,0.1204
7.9,9.1e-08,0.1048
7.91,8.4e-08,0.1091
7.92,8.8e-08,0.1066
7.93,6.7e-08,0.1222
7.94,7.5e-08,0.1155
7.95,6.8e-08,0.1213
7.96,5.9e-08,0.1302
7.97,6.2e-08,0.127
7.98,6.7e-08,0.1222
7.99,6.2e-08,0.127
8,6.9e-08,0.1204
8.01,6.8e-08,0.1213
8.02,6.8e-08,0.1213
8.03,5.4e-08,0.1361
8.04,6.8e-08,0.1213
8.05,6.4e-08,0.125
8.06,6.4e-08,0.125
8.07,5.9e-08,0.1302
8.08,7.9e-08,0.1125
8.09,6.9e-08,0.1204
8.1,6.5e-08,0.124
8.11,7e-08,0.1195
8.12,7.1e-08,0.1187
8.13,7.1e-08,0.1187
8.14,5.9e-08,0.1302
8.15,6.1e-08,0.128
8.16,6.3e-08,0.126
8.17,6.2e-08,0.127
8.18,5.4e-08,0.1361
8.19,4.7e-08,0.1459
8.2,5.2e-08,0.1387
8.21,6.4e-08,0.125
8.22,5e-08,0.1414
8.23,4.5e-08,0.1491
8.24,5e-08,0.1414
8.25,4.7e-08,0.1459
8.26,4.1e-08,0.1562
8.27,5.6e-08,0.1336
8.28,5.2e-08,0.1387
8.29,5.3e-08,0.1374
8.3,5.3e-08,0.1374
8.31,5.8e-08,0.1313
8.32,5.8e-08,0.1313
8.33,5.9e-08,0.1302
8.34,4.7e-08,0.1459
8.35,6.6e-08,0.1231
8.36,6.7e-08,0.1222
8.37,7.8e-08,0.1132
8.38,7e-08,0.1195
8.39,5.5e-08,0.1348
8.4,5.5e-08,0.1348
8.41,6.1e-08,0.128
8.42,4.9e-08,0.1429
8.43,5.2e-08,0.1387
8.44,5.5e-08,0.1348
8.45,4.9e-08,0.1429
8.46,4.3e-08,0.1525
8.47,4e-08,0.1581
8.48,4e-08,0.1581
8.49,3e-08,0.1826
8.5,4.7e-08,0.1459
8.51,4e-08,0.1581
8.52,4.4e-08,0.1508
8.53,4.3e-08,0.1525
8.54,4.1e-08,0.1562
8.55,3.7e-08,0.1644
8.56,4.1e-08,0.1562
8.57,2.6e-08,0.1961
8.58,4.3e-08,0.1525
8.59,4e-08,0.1581
8.6,3.9e-08,0.1601
8.61,4.4e-08,0.1508
8.62,4.1e-08,0.1562
8.63,5.1e-08,0.14
8.64,4e-08,0.1581
8.65,3.6e-08,0.1667
8.66,4.2e-08,0.1543
8.67,3.8e-08,0.1622
8.68,4.9e-08,0.1429
8.69,3.7e-08,0.1644
8.7,4.5e-08,0.1491
8.71,4.5e-08,0.1491
8.72,4.4e-08,0.1508
8.73,3.9e-08,0.1601
8.74,3.7e-08,0.1644
8.75,3.3e-08,0.1741
8.76,3.9e-08,0.1601
8.77,2.3e-08,0.2085
