Energy_MeV,F8_Response_per_source_neutron,Relative_Error
0.77,7.708e-06,0.0114
0.78,7.178e-06,0.0118
0.79,6.06e-06,0.0128
0.8,4.962e-06,0.0142
0.81,4.316e-06,0.0152
0.82,4.077e-06,0.0157
0.83,4.447e-06,0.015
0.84,4.854e-06,0.0144
0.85,4.935e-06,0.0142
0.86,4.588e-06,0.0148
0.87,4.355e-06,0.0152
0.88,4.327e-06,0.0152
0.89,4.287e-06,0.0153
0.9,3.991e-06,0.0158
0.91,3.819e-06,0.0162
0.92,3.446e-06,0.017
0.93,3.369e-06,0.0172
0.94,3.325e-06,0.0173
0.95,3.405e-06,0.0171
0.96,3.465e-06,0.017
0.97,3.457e-06,0.017
0.98,3.626e-06,0.0166
0.99,4.19e-06,0.0154
1,4.588e-06,0.0148
1.01,5.381e-06,0.0136
1.02,5.344e-06,0.0137
1.03,4.736e-06,0.0145
1.04,4.046e-06,0.0157
1.05,3.357e-06,0.0173
1.06,2.961e-06,0.0184
1.07,2.908e-06,0.0185
1.08,2.829e-06,0.0188
1.09,3.003e-06,0.0182
1.1,2.963e-06,0.0184
1.11,3.073e-06,0.018
1.12,3.044e-06,0.0181
1.13,3.2e-06,0.0177
1.14,3.491e-06,0.0169
1.15,3.64e-06,0.0166
1.16,3.751e-06,0.0163
1.17,3.68e-06,0.0165
1.18,3.504e-06,0.0169
1.19,3.272e-06,0.0175
1.2,3.031e-06,0.0182
1.21,2.89e-06,0.0186
1.22,2.824e-06,0.0188
1.23,2.909e-06,0.0185
1.24,2.876e-06,0.0186
1.25,2.778e-06,0.019
1.26,2.827e-06,0.0188
1.27,2.768e-06,0.019
1.28,2.793e-06,0.0189
1.29,2.86e-06,0.0187
1.3,2.892e-06,0.0186
1.31,2.915e-06,0.0185
1.32,3.013e-06,0.0182
1.33,2.928e-06,0.0185
1.34,3.043e-06,0.0181
1.35,3.085e-06,0.018
1.36,3.289e-06,0.0174
1.37,3.337e-06,0.0173
1.38,3.252e-06,0.0175
1.39,3.278e-06,0.0175
1.4,2.997e-06,0.0183
1.41,2.975e-06,0.0183
1.42,2.814e-06,0.0189
1.43,2.812e-06,0.0189
1.44,2.854e-06,0.0187
1.45,2.764e-06,0.019
1.46,2.754e-06,0.0191
1.47,2.686e-06,0.0193
1.48,2.633e-06,0.0195
1.49,2.598e-06,0.0196
1.5,2.813e-06,0.0189
1.51,2.662e-06,0.0194
1.52,2.589e-06,0.0197
1.53,2.574e-06,0.0197
1.54,2.532e-06,0.0199
1.55,2.625e-06,0.0195
1.56,2.716e-06,0.0192
1.57,2.77e-06,0.019
1.58,2.886e-06,0.0186
1.59,3.105e-06,0.0179
1.6,3.448e-06,0.017
1.61,3.644e-06,0.0166
1.62,3.58e-06,0.0167
1.63,3.402e-06,0.0171
1.64,3.114e-06,0.0179
1.65,2.971e-06,0.0183
1.66,2.862e-06,0.0187
1.67,2.71e-06,0.0192
1.68,2.86e-06,0.0187
1.69,2.991e-06,0.0183
1.7,3.166e-06,0.0178
1.71,3.189e-06,0.0177
1.72,3.2e-06,0.0177
1.73,3.079e-06,0.018
1.74,2.845e-06,0.0187
1.75,2.717e-06,0.0192
1.76,2.566e-06,0.0197
1.77,2.58e-06,0.0197
1.78,2.876e-06,0.0186
1.79,3.155e-06,0.0178
1.8,3.495e-06,0.0169
1.81,3.528e-06,0.0168
1.82,3.441e-06,0.017
1.83,3.127e-06,0.0179
1.84,2.85e-06,0.0187
1.85,2.567e-06,0.0197
1.86,2.422e-06,0.0203
1.87,2.433e-06,0.0203
1.88,2.523e-06,0.0199
1.89,2.451e-06,0.0202
1.9,2.6e-06,0.0196
1.91,2.592e-06,0.0196
1.92,2.655e-06,0.0194
1.93,2.624e-06,0.0195
1.94,2.631e-06,0.0195
1.95,2.667e-06,0.0194
1.96,2.582e-06,0.0197
1.97,2.647e-06,0.0194
1.98,2.565e-06,0.0197
1.99,2.45e-06,0.0202
2,2.477e-06,0.0201
2.01,2.386e-06,0.0205
2.02,2.39e-06,0.0205
2.03,2.306e-06,0.0208
2.04,2.282e-06,0.0209
2.05,2.259e-06,0.021
2.06,2.16e-06,0.0215
2.07,2.113e-06,0.0218
2.08,2.079e-06,0.0219
2.09,2.069e-06,0.022
2.1,2.14e-06,0.0216
2.11,2.128e-06,0.0217
2.12,2.079e-06,0.0219
2.13,2.109e-06,0.0218
2.14,2.032e-06,0.0222
2.15,2.16e-06,0.0215
2.16,2.144e-06,0.0216
2.17,2.255e-06,0.0211
2.18,2.604e-06,0.0196
2.19,3.015e-06,0.0182
2.2,3.501e-06,0.0169
2.21,3.865e-06,0.0161
2.22,3.857e-06,0.0161
2.23,3.604e-06,0.0167
2.24,3.206e-06,0.0177
2.25,2.818e-06,0.0188
2.26,2.64e-06,0.0195
2.27,2.52e-06,0.0199
2.28,2.395e-06,0.0204
2.29,2.42e-06,0.0203
2.3,2.47e-06,0.0201
2.31,2.392e-06,0.0204
2.32,2.281e-06,0.0209
2.33,2.144e-06,0.0216
2.34,2.022e-06,0.0222
2.35,1.93e-06,0.0228
2.36,1.995e-06,0.0224
2.37,1.986e-06,0.0224
2.38,2.034e-06,0.0222
2.39,1.998e-06,0.0224
2.4,1.979e-06,0.0225
2.41,1.963e-06,0.0226
2.42,2.014e-06,0.0223
2.43,1.947e-06,0.0227
2.44,1.982e-06,0.0225
2.45,2.009e-06,0.0223
2.46,2.046e-06,0.0221
2.47,2.21e-06,0.0213
2.48,2.201e-06,0.0213
2.49,2.268e-06,0.021
2.5,2.263e-06,0.021
2.51,2.122e-06,0.0217
2.52,2.147e-06,0.0216
2.53,2.069e-06,0.022
2.54,1.947e-06,0.0227
2.55,2.016e-06,0.0223
2.56,1.947e-06,0.0227
2.57,1.891e-06,0.023
2.58,1.871e-06,0.0231
2.59,1.954e-06,0.0226
2.6,1.846e-06,0.0233
2.61,1.856e-06,0.0232
2.62,1.901e-06,0.0229
2.63,2.042e-06,0.0221
2.64,2.016e-06,0.0223
2.65,2.093e-06,0.0219
2.66,2.166e-06,0.0215
2.67,2.125e-06,0.0217
2.68,2.361e-06,0.0206
2.69,2.241e-06,0.0211
2.7,2.325e-06,0.0207
2.71,2.459e-06,0.0202
2.72,2.715e-06,0.0192
2.73,2.787e-06,0.0189
2.74,2.902e-06,0.0186
2.75,2.743e-06,0.0191
2.76,2.563e-06,0.0198
2.77,2.565e-06,0.0197
2.78,2.324e-06,0.0207
2.79,2.285e-06,0.0209
2.8,2.343e-06,0.0207
2.81,2.382e-06,0.0205
2.82,2.337e-06,0.0207
2.83,2.351e-06,0.0206
2.84,2.281e-06,0.0209
2.85,2.201e-06,0.0213
2.86,2.075e-06,0.022
2.87,2.02e-06,0.0222
2.88,2.001e-06,0.0224
2.89,1.979e-06,0.0225
2.9,2.093e-06,0.0219
2.91,2.046e-06,0.0221
2.92,2.028e-06,0.0222
2.93,2.02e-06,0.0222
2.94,1.983e-06,0.0225
2.95,1.987e-06,0.0224
2.96,1.943e-06,0.0227
2.97,2.157e-06,0.0215
2.98,2.151e-06,0.0216
2.99,2.323e-06,0.0207
3,2.446e-06,0.0202
3.01,2.394e-06,0.0204
3.02,2.165e-06,0.0215
3.03,2.102e-06,0.0218
3.04,1.99e-06,0.0224
3.05,1.873e-06,0.0231
3.06,1.902e-06,0.0229
3.07,1.86e-06,0.0232
3.08,1.838e-06,0.0233
3.09,1.761e-06,0.0238
3.1,1.824e-06,0.0234
3.11,1.771e-06,0.0238
3.12,1.893e-06,0.023
3.13,1.879e-06,0.0231
3.14,1.96e-06,0.0226
3.15,2.106e-06,0.0218
3.16,2.308e-06,0.0208
3.17,2.352e-06,0.0206
3.18,2.327e-06,0.0207
3.19,2.474e-06,0.0201
3.2,2.508e-06,0.02
3.21,2.563e-06,0.0198
3.22,2.541e-06,0.0198
3.23,2.675e-06,0.0193
3.24,2.543e-06,0.0198
3.25,2.506e-06,0.02
3.26,2.384e-06,0.0205
3.27,2.186e-06,0.0214
3.28,2.062e-06,0.022
3.29,1.99e-06,0.0224
3.3,1.829e-06,0.0234
3.31,1.917e-06,0.0228
3.32,1.897e-06,0.023
3.33,2.059e-06,0.022
3.34,2.006e-06,0.0223
3.35,2.015e-06,0.0223
3.36,2.009e-06,0.0223
3.37,2.02e-06,0.0222
3.38,2.067e-06,0.022
3.39,2.235e-06,0.0212
3.4,2.25e-06,0.0211
3.41,2.283e-06,0.0209
3.42,2.182e-06,0.0214
3.43,2.278e-06,0.021
3.44,2.107e-06,0.0218
3.45,2.112e-06,0.0218
3.46,1.983e-06,0.0225
3.47,1.909e-06,0.0229
3.48,1.8e-06,0.0236
3.49,1.78e-06,0.0237
3.5,1.597e-06,0.025
3.51,1.694e-06,0.0243
3.52,1.57e-06,0.0252
3.53,1.561e-06,0.0253
3.54,1.551e-06,0.0254
3.55,1.552e-06,0.0254
3.56,1.478e-06,0.026
3.57,1.499e-06,0.0258
3.58,1.499e-06,0.0258
3.59,1.473e-06,0.0261
3.6,1.466e-06,0.0261
3.61,1.528e-06,0.0256
3.62,1.506e-06,0.0258
3.63,1.615e-06,0.0249
3.64,1.64e-06,0.0247
3.65,1.721e-06,0.0241
3.66,1.799e-06,0.0236
3.67,1.871e-06,0.0231
3.68,2.125e-06,0.0217
3.69,2.164e-06,0.0215
3.7,2.127e-06,0.0217
3.71,2.237e-06,0.0211
3.72,2.196e-06,0.0213
3.73,2.339e-06,0.0207
3.74,2.398e-06,0.0204
3.75,2.377e-06,0.0205
3.76,2.356e-06,0.0206
3.77,2.129e-06,0.0217
3.78,1.85e-06,0.0232
3.79,1.572e-06,0.0252
3.8,1.429e-06,0.0265
3.81,1.244e-06,0.0284
3.82,1.265e-06,0.0281
3.83,1.269e-06,0.0281
3.84,1.283e-06,0.0279
3.85,1.361e-06,0.0271
3.86,1.33e-06,0.0274
3.87,1.458e-06,0.0262
3.88,1.462e-06,0.0262
3.89,1.44e-06,0.0264
3.9,1.559e-06,0.0253
3.91,1.665e-06,0.0245
3.92,1.68e-06,0.0244
3.93,1.755e-06,0.0239
3.94,1.658e-06,0.0246
3.95,1.519e-06,0.0257
3.96,1.404e-06,0.0267
3.97,1.202e-06,0.0288
3.98,1.087e-06,0.0303
3.99,1e-06,0.0316
4,9.62e-07,0.0322
4.01,9.24e-07,0.0329
4.02,9.18e-07,0.033
4.03,9.14e-07,0.0331
4.04,9.02e-07,0.0333
4.05,7.99e-07,0.0354
4.06,9.51e-07,0.0324
4.07,8.68e-07,0.0339
4.08,8.51e-07,0.0343
4.09,8.78e-07,0.0337
4.1,9.07e-07,0.0332
4.11,8.82e-07,0.0337
4.12,9.19e-07,0.033
4.13,8.98e-07,0.0334
4.14,9.66e-07,0.0322
4.15,1.002e-06,0.0316
4.16,9.64e-07,0.0322
4.17,9.3e-07,0.0328
4.18,9.52e-07,0.0324
4.19,9.35e-07,0.0327
4.2,9.48e-07,0.0325
4.21,8.68e-07,0.0339
4.22,8.77e-07,0.0338
4.23,8.26e-07,0.0348
4.24,8.22e-07,0.0349
4.25,7.83e-07,0.0357
4.26,8.01e-07,0.0353
4.27,8.08e-07,0.0352
4.28,7.67e-07,0.0361
4.29,7.3e-07,0.037
4.3,7.81e-07,0.0358
4.31,7.8e-07,0.0358
4.32,7.95e-07,0.0355
4.33,8.09e-07,0.0352
4.34,7.6e-07,0.0363
4.35,7.5e-07,0.0365
4.36,7.9e-07,0.0356
4.37,7.57e-07,0.0363
4.38,7.77e-07,0.0359
4.39,8.43e-07,0.0344
4.4,8.57e-07,0.0342
4.41,9.47e-07,0.0325
4.42,9.61e-07,0.0323
4.43,9.26e-07,0.0329
4.44,1.023e-06,0.0313
4.45,1.009e-06,0.0315
4.46,9.57e-07,0.0323
4.47,9.09e-07,0.0332
4.48,9.16e-07,0.033
4.49,8.47e-07,0.0344
4.5,7.73e-07,0.036
4.51,7.91e-07,0.0356
4.52,8.1e-07,0.0351
4.53,7.1e-07,0.0375
4.54,7.64e-07,0.0362
4.55,7.31e-07,0.037
4.56,7.72e-07,0.036
4.57,7.58e-07,0.0363
4.58,7.12e-07,0.0375
4.59,7.37e-07,0.0368
4.6,7.93e-07,0.0355
4.61,7.92e-07,0.0355
4.62,7.86e-07,0.0357
4.63,7.9e-07,0.0356
4.64,7.93e-07,0.0355
4.65,8.08e-07,0.0352
4.66,7.76e-07,0.0359
4.67,7.77e-07,0.0359
4.68,7.4e-07,0.0368
4.69,7.27e-07,0.0371
4.7,7.71e-07,0.036
4.71,8.02e-07,0.0353
4.72,6.95e-07,0.0379
4.73,7.54e-07,0.0364
4.74,7.07e-07,0.0376
4.75,7.25e-07,0.0371
4.76,7.48e-07,0.0366
4.77,7.08e-07,0.0376
4.78,7.17e-07,0.0373
4.79,6.92e-07,0.038
4.8,7.33e-07,0.0369
4.81,7.22e-07,0.0372
4.82,7.74e-07,0.0359
4.83,6.97e-07,0.0379
4.84,7.19e-07,0.0373
4.85,7.46e-07,0.0366
4.86,7.09e-07,0.0376
4.87,6.82e-07,0.0383
4.88,7.2e-07,0.0373
4.89,7.56e-07,0.0364
4.9,7.79e-07,0.0358
4.91,7.58e-07,0.0363
4.92,7.93e-07,0.0355
4.93,7.52e-07,0.0365
4.94,7.47e-07,0.0366
4.95,7.5e-07,0.0365
4.96,7.6e-07,0.0363
4.97,7.53e-07,0.0364
4.98,7.21e-07,0.0372
4.99,7.36e-07,0.0369
5,6.91e-07,0.038
5.01,6.93e-07,0.038
5.02,6.76e-07,0.0385
5.03,6.72e-07,0.0386
5.04,7.28e-07,0.0371
5.05,7.75e-07,0.0359
5.06,7.92e-07,0.0355
5.07,8.72e-07,0.0339
5.08,1.028e-06,0.0312
5.09,1.092e-06,0.0303
5.1,1.29e-06,0.0278
5.11,1.404e-06,0.0267
5.12,1.356e-06,0.0272
5.13,1.26e-06,0.0282
5.14,1.156e-06,0.0294
5.15,1.089e-06,0.0303
5.16,1.018e-06,0.0313
5.17,9.27e-07,0.0328
5.18,9.1e-07,0.0331
5.19,8.85e-07,0.0336
5.2,8.58e-07,0.0341
5.21,8.59e-07,0.0341
5.22,8.46e-07,0.0344
5.23,9.16e-07,0.033
5.24,9e-07,0.0333
5.25,8.78e-07,0.0337
5.26,8.92e-07,0.0335
5.27,8.67e-07,0.034
5.28,8.41e-07,0.0345
5.29,8.49e-07,0.0343
5.3,8.54e-07,0.0342
5.31,8.65e-07,0.034
5.32,8.58e-07,0.0341
5.33,8.16e-07,0.035
5.34,7.99e-07,0.0354
5.35,7.75e-07,0.0359
5.36,8.05e-07,0.0352
5.37,8.28e-07,0.0348
5.38,8.84e-07,0.0336
5.39,8.48e-07,0.0343
5.4,8.35e-07,0.0346
5.41,8.67e-07,0.034
5.42,8.3e-07,0.0347
5.43,8.64e-07,0.034
5.44,7.5e-07,0.0365
5.45,7.7e-07,0.036
5.46,7.82e-07,0.0358
5.47,8.16e-07,0.035
5.48,6.8e-07,0.0383
5.49,7.08e-07,0.0376
5.5,7.28e-07,0.0371
5.51,6.59e-07,0.039
5.52,6.33e-07,0.0397
5.53,6.34e-07,0.0397
5.54,6.88e-07,0.0381
5.55,7.37e-07,0.0368
5.56,7.86e-07,0.0357
5.57,9.23e-07,0.0329
5.58,1.02e-06,0.0313
5.59,1.193e-06,0.029
5.6,1.414e-06,0.0266
5.61,1.654e-06,0.0246
5.62,1.697e-06,0.0243
5.63,1.672e-06,0.0245
5.64,1.566e-06,0.0253
5.65,1.457e-06,0.0262
5.66,1.205e-06,0.0288
5.67,1.133e-06,0.0297
5.68,9.24e-07,0.0329
5.69,8.22e-07,0.0349
5.7,7.42e-07,0.0367
5.71,7.63e-07,0.0362
5.72,7.76e-07,0.0359
5.73,7.11e-07,0.0375
5.74,6.87e-07,0.0382
5.75,7.06e-07,0.0376
5.76,7.05e-07,0.0377
5.77,7.42e-07,0.0367
5.78,7.09e-07,0.0376
5.79,6.93e-07,0.038
5.8,7.41e-07,0.0367
5.81,7.26e-07,0.0371
5.82,6.99e-07,0.0378
5.83,7.18e-07,0.0373
5.84,6.88e-07,0.0381
5.85,7.37e-07,0.0368
5.86,7.65e-07,0.0362
5.87,7.69e-07,0.0361
5.88,8.26e-07,0.0348
5.89,8.35e-07,0.0346
5.9,8.74e-07,0.0338
5.91,8.06e-07,0.0352
5.92,8.05e-07,0.0352
5.93,7.74e-07,0.0359
5.94,7e-07,0.0378
5.95,6.71e-07,0.0386
5.96,5.9e-07,0.0412
5.97,6.02e-07,0.0408
5.98,5.56e-07,0.0424
5.99,5.13e-07,0.0442
6,5.07e-07,0.0444
6.01,4.78e-07,0.0457
6.02,5.07e-07,0.0444
6.03,4.89e-07,0.0452
6.04,5.42e-07,0.043
6.05,5.57e-07,0.0424
6.06,6.64e-07,0.0388
6.07,7.01e-07,0.0378
6.08,7.89e-07,0.0356
6.09,9.32e-07,0.0328
6.1,1.112e-06,0.03
6.11,1.314e-06,0.0276
6.12,1.387e-06,0.0269
6.13,1.482e-06,0.026
6.14,1.383e-06,0.0269
6.15,1.299e-06,0.0277
6.16,1.207e-06,0.0288
6.17,1.02e-06,0.0313
6.18,8.38e-07,0.0345
6.19,7.16e-07,0.0374
6.2,6.2e-07,0.0402
6.21,5.24e-07,0.0437
6.22,4.76e-07,0.0458
6.23,4.86e-07,0.0454
6.24,4.56e-07,0.0468
6.25,4.8e-07,0.0456
6.26,4.59e-07,0.0467
6.27,4.21e-07,0.0487
6.28,4.22e-07,0.0487
6.29,4.31e-07,0.0482
6.3,4.61e-07,0.0466
6.31,4.08e-07,0.0495
6.32,4.03e-07,0.0498
6.33,4.42e-07,0.0476
6.34,4.29e-07,0.0483
6.35,4.28e-07,0.0483
6.36,5.1e-07,0.0443
6.37,5.9e-07,0.0412
6.38,6.06e-07,0.0406
6.39,6.53e-07,0.0391
6.4,6.99e-07,0.0378
6.41,7.2e-07,0.0373
6.42,7.07e-07,0.0376
6.43,7.02e-07,0.0377
6.44,6.8e-07,0.0383
6.45,5.68e-07,0.042
6.46,5.27e-07,0.0436
6.47,4.91e-07,0.0451
6.48,4.54e-07,0.0469
6.49,4.04e-07,0.0498
6.5,3.68e-07,0.0521
6.51,3.66e-07,0.0523
6.52,3.59e-07,0.0528
6.53,4.2e-07,0.0488
6.54,4.11e-07,0.0493
6.55,3.94e-07,0.0504
6.56,4.63e-07,0.0465
6.57,5.26e-07,0.0436
6.58,5.71e-07,0.0418
6.59,6.74e-07,0.0385
6.6,6.95e-07,0.0379
6.61,7.05e-07,0.0377
6.62,7.09e-07,0.0376
6.63,6.35e-07,0.0397
6.64,5.62e-07,0.0422
6.65,5.6e-07,0.0423
6.66,4.44e-07,0.0475
6.67,4.47e-07,0.0473
6.68,3.82e-07,0.0512
6.69,4.03e-07,0.0498
6.7,3.66e-07,0.0523
6.71,3.41e-07,0.0542
6.72,3.55e-07,0.0531
6.73,3.22e-07,0.0557
6.74,3.13e-07,0.0565
6.75,2.87e-07,0.059
6.76,3e-07,0.0577
6.77,2.76e-07,0.0602
6.78,2.77e-07,0.0601
6.79,2.75e-07,0.0603
6.8,2.57e-07,0.0624
6.81,2.67e-07,0.0612
6.82,2.76e-07,0.0602
6.83,2.48e-07,0.0635
6.84,3.16e-07,0.0563
6.85,2.64e-07,0.0615
6.86,3.24e-07,0.0556
6.87,3.54e-07,0.0531
6.88,3.8e-07,0.0513
6.89,3.67e-07,0.0522
6.9,3.72e-07,0.0518
6.91,4.27e-07,0.0484
6.92,4.27e-07,0.0484
6.93,4.4e-07,0.0477
6.94,3.85e-07,0.051
6.95,3.73e-07,0.0518
6.96,3.11e-07,0.0567
6.97,2.81e-07,0.0597
6.98,2.3e-07,0.0659
6.99,2.26e-07,0.0665
7,1.9e-07,0.0725
7.01,1.56e-07,0.0801
7.02,1.97e-07,0.0712
7.03,1.84e-07,0.0737
7.04,1.53e-07,0.0808
7.05,1.48e-07,0.0822
7.06,2.11e-07,0.0688
7.07,2.56e-07,0.0625
7.08,2.78e-07,0.06
7.09,3.04e-07,0.0574
7.1,3.54e-07,0.0531
7.11,3.68e-07,0.0521
7.12,3.99e-07,0.0501
7.13,3.96e-07,0.0503
7.14,3.76e-07,0.0516
7.15,2.98e-07,0.0579
7.16,2.65e-07,0.0614
7.17,2.18e-07,0.0677
7.18,1.86e-07,0.0733
7.19,1.78e-07,0.075
7.2,1.44e-07,0.0833
7.21,1.31e-07,0.0874
7.22,1.34e-07,0.0864
7.23,1.32e-07,0.087
7.24,1.08e-07,0.0962
7.25,1.18e-07,0.0921
7.26,1.27e-07,0.0887
7.27,1.25e-07,0.0894
7.28,1.24e-07,0.0898
7.29,1.07e-07,0.0967
7.3,1.14e-07,0.0937
7.31,1.18e-07,0.0921
7.32,1.1e-07,0.0953
7.33,1.3e-07,0.0877
7.34,1.39e-07,0.0848
7.35,1.21e-07,0.0909
7.36,1.39e-07,0.0848
7.37,1.27e-07,0.0887
7.38,1.33e-07,0.0867
7.39,1.42e-07,0.0839
7.4,1.3e-07,0.0877
7.41,1.17e-07,0.0925
7.42,1.24e-07,0.0898
7.43,1.2e-07,0.0913
7.44,1.15e-07,0.0933
7.45,8.9e-08,0.106
7.46,9.8e-08,0.101
7.47,9.5e-08,0.1026
7.48,1.19e-07,0.0917
7.49,1.01e-07,0.0995
7.5,1.05e-07,0.0976
7.51,1.12e-07,0.0945
7.52,9.9e-08,0.1005
7.53,9.9e-08,0.1005
7.54,1.03e-07,0.0985
7.55,9.8e-08,0.101
7.56,1.11e-07,0.0949
7.57,9.9e-08,0.1005
7.58,1.12e-07,0.0945
7.59,9.7e-08,0.1015
7.6,1.14e-07,0.0937
7.61,1.03e-07,0.0985
7.62,9.7e-08,0.1015
7.63,1.06e-07,0.0971
7.64,7.6e-08,0.1147
7.65,7.7e-08,0.114
7.66,8.9e-08,0.106
7.67,7.7e-08,0.114
7.68,8.4e-08,0.1091
7.69,7.8e-08,0.1132
7.7,9.4e-08,0.1031
7.71,7.9e-08,0.1125
7.72,9.4e-08,0.1031
7.73,8.4e-08,0.1091
7.74,8.8e-08,0.1066
7.75,1e-07,0.1
7.76,7.5e-08,0.1155
7.77,8.1e-08,0.1111
7.78,6.7e-08,0.1222
7.79,7.9e-08,0.1125
7.8,9.9e-08,0.1005
7.81,8.1e-08,0.1111
7.82,7.3e-08,0.117
7.83,7.8e-08,0.1132
7.84,8.2e-08,0.1104
7.85,1e-07,0.1
7.86,9.5e-08,0.1026
7.87,9.6e-08,0.1021
7.88,8.2e-08,0.1104
7.89,7.4e-08,0.1162
7.9,8.7e-08,0.1072
7.91,8.6e-08,0.1078
7.92,9.3e-08,0.1037
7.93,5.7e-08,0.1325
7.94,6.3e-08,0.126
7.95,6.6e-08,0.1231
7.96,7.2e-08,0.1179
7.97,6e-08,0.1291
7.98,5.9e-08,0.1302
7.99,5.7e-08,0.1325
8,7.8e-08,0.1132
8.01,6.1e-08,0.128
8.02,6.1e-08,0.128
8.03,6.8e-08,0.1213
8.04,6.9e-08,0.1204
8.05,7.7e-08,0.114
8.06,6.8e-08,0.1213
8.07,6e-08,0.1291
8.08,5.7e-08,0.1325
8.09,7.1e-08,0.1187
8.1,7.2e-08,0.1179
8.11,8.7e-08,0.1072
8.12,7.8e-08,0.1132
8.13,6.3e-08,0.126
8.14,8.3e-08,0.1098
8.15,6.1e-08,0.128
8.16,6.9e-08,0.1204
8.17,6.2e-08,0.127
8.18,5.4e-08,0.1361
8.19,4.8e-08,0.1443
8.2,6e-08,0.1291
8.21,5.4e-08,0.1361
8.22,4.9e-08,0.1429
8.23,4.9e-08,0.1429
8.24,5.4e-08,0.1361
8.25,3.2e-08,0.1768
8.26,5.3e-08,0.1374
8.27,5.5e-08,0.1348
8.28,5.1e-08,0.14
8.29,5.3e-08,0.1374
8.3,4.9e-08,0.1429
8.31,4.2e-08,0.1543
8.32,5.7e-08,0.1325
8.33,6e-08,0.1291
8.34,6.4e-08,0.125
8.35,6.8e-08,0.1213
8.36,7.4e-08,0.1162
8.37,5.9e-08,0.1302
8.38,6.9e-08,0.1204
8.39,4.7e-08,0.1459
8.4,5.5e-08,0.1348
8.41,5.1e-08,0.14
8.42,5.3e-08,0.1374
8.43,5.2e-08,0.1387
8.44,5e-08,0.1414
8.45,5.7e-08,0.1325
8.46,3.5e-08,0.169
8.47,5.1e-08,0.14
8.48,3.4e-08,0.1715
8.49,4.4e-08,0.1508
8.5,4.3e-08,0.1525
8.51,3.5e-08,0.169
8.52,4.1e-08,0.1562
8.53,3.9e-08,0.1601
8.54,4.8e-08,0.1443
8.55,5.6e-08,0.1336
8.56,4.3e-08,0.1525
8.57,3.6e-08,0.1667
8.58,4.1e-08,0.1562
8.59,4.1e-08,0.1562
8.6,4e-08,0.1581
8.61,4.2e-08,0.1543
8.62,3.7e-08,0.1644
8.63,3e-08,0.1826
8.64,3.4e-08,0.1715
8.65,3.1e-08,0.1796
8.66,3.3e-08,0.1741
8.67,2.8e-08,0.189
8.68,3.4e-08,0.1715
8.69,3.1e-08,0.1796
8.7,3.6e-08,0.1667
8.71,3.9e-08,0.1601
8.72,4.2e-08,0.1543
8.73,3.6e-08,0.1667
8.74,4.3e-08,0.1525
8.75,2.3e-08,0.2085
8.76,3.4e-08,0.1715
