Energy_MeV,F8_Response_per_source_neutron,Relative_Error
0.86,4.548e-06,0.021
0.87,4.318e-06,0.0215
0.88,4.4e-06,0.0213
0.89,4.314e-06,0.0215
0.9,3.982e-06,0.0224
0.91,3.852e-06,0.0228
0.92,3.422e-06,0.0242
0.93,3.392e-06,0.0243
0.94,3.334e-06,0.0245
0.95,3.44e-06,0.0241
0.96,3.48e-06,0.024
0.97,3.456e-06,0.0241
0.98,3.552e-06,0.0237
0.99,4.25e-06,0.0217
1,4.564e-06,0.0209
1.01,5.588e-06,0.0189
1.02,5.348e-06,0.0193
1.03,4.65e-06,0.0207
1.04,4.014e-06,0.0223
1.05,3.324e-06,0.0245
1.06,2.996e-06,0.0258
1.07,2.944e-06,0.0261
1.08,2.774e-06,0.0269
1.09,3.016e-06,0.0258
1.1,2.95e-06,0.026
1.11,2.956e-06,0.026
1.12,3.012e-06,0.0258
1.13,3.224e-06,0.0249
1.14,3.466e-06,0.024
1.15,3.642e-06,0.0234
1.16,3.8e-06,0.0229
1.17,3.544e-06,0.0238
1.18,3.436e-06,0.0241
1.19,3.212e-06,0.025
1.2,3.062e-06,0.0256
1.21,2.928e-06,0.0261
1.22,2.726e-06,0.0271
1.23,2.918e-06,0.0262
1.24,2.83e-06,0.0266
1.25,2.852e-06,0.0265
1.26,2.882e-06,0.0263
1.27,2.702e-06,0.0272
1.28,2.848e-06,0.0265
1.29,2.832e-06,0.0266
1.3,2.776e-06,0.0268
1.31,2.832e-06,0.0266
1.32,3.018e-06,0.0257
1.33,2.958e-06,0.026
1.34,3.086e-06,0.0255
1.35,3.1e-06,0.0254
1.36,3.284e-06,0.0247
1.37,3.154e-06,0.0252
1.38,3.234e-06,0.0249
1.39,3.288e-06,0.0247
1.4,2.95e-06,0.026
1.41,2.974e-06,0.0259
1.42,2.826e-06,0.0266
1.43,2.866e-06,0.0264
1.44,2.896e-06,0.0263
1.45,2.858e-06,0.0265
1.46,2.718e-06,0.0271
1.47,2.738e-06,0.027
1.48,2.546e-06,0.028
1.49,2.656e-06,0.0274
1.5,2.788e-06,0.0268
1.51,2.652e-06,0.0275
1.52,2.542e-06,0.028
1.53,2.562e-06,0.0279
1.54,2.566e-06,0.0279
1.55,2.564e-06,0.0279
1.56,2.736e-06,0.027
1.57,2.762e-06,0.0269
1.58,2.822e-06,0.0266
1.59,3.074e-06,0.0255
1.6,3.442e-06,0.0241
1.61,3.76e-06,0.0231
1.62,3.602e-06,0.0236
1.63,3.468e-06,0.024
1.64,3.108e-06,0.0254
1.65,2.984e-06,0.0259
1.66,2.864e-06,0.0264
1.67,2.68e-06,0.0273
1.68,2.848e-06,0.0265
1.69,3.002e-06,0.0258
1.7,3.01e-06,0.0258
1.71,3.178e-06,0.0251
1.72,3.25e-06,0.0248
1.73,3.136e-06,0.0253
1.74,2.916e-06,0.0262
1.75,2.714e-06,0.0271
1.76,2.636e-06,0.0275
1.77,2.584e-06,0.0278
1.78,2.858e-06,0.0265
1.79,3.166e-06,0.0251
1.8,3.464e-06,0.024
1.81,3.632e-06,0.0235
1.82,3.454e-06,0.0241
1.83,3.182e-06,0.0251
1.84,2.798e-06,0.0267
1.85,2.528e-06,0.0281
1.86,2.412e-06,0.0288
1.87,2.498e-06,0.0283
1.88,2.46e-06,0.0285
1.89,2.472e-06,0.0284
1.9,2.568e-06,0.0279
1.91,2.536e-06,0.0281
1.92,2.62e-06,0.0276
1.93,2.622e-06,0.0276
1.94,2.652e-06,0.0275
1.95,2.642e-06,0.0275
1.96,2.526e-06,0.0281
1.97,2.636e-06,0.0275
1.98,2.524e-06,0.0281
1.99,2.45e-06,0.0286
2,2.48e-06,0.0284
2.01,2.346e-06,0.0292
2.02,2.446e-06,0.0286
2.03,2.282e-06,0.0296
2.04,2.318e-06,0.0294
2.05,2.27e-06,0.0297
2.06,2.13e-06,0.0306
2.07,2.12e-06,0.0307
2.08,1.97e-06,0.0319
2.09,2.036e-06,0.0313
2.1,2.176e-06,0.0303
2.11,2.154e-06,0.0305
2.12,2.116e-06,0.0307
2.13,2.144e-06,0.0305
2.14,1.98e-06,0.0318
2.15,2.102e-06,0.0308
2.16,2.22e-06,0.03
2.17,2.294e-06,0.0295
2.18,2.552e-06,0.028
2.19,3.002e-06,0.0258
2.2,3.578e-06,0.0236
2.21,3.928e-06,0.0226
2.22,3.838e-06,0.0228
2.23,3.67e-06,0.0233
2.24,3.222e-06,0.0249
2.25,2.802e-06,0.0267
2.26,2.632e-06,0.0276
2.27,2.614e-06,0.0277
2.28,2.43e-06,0.0287
2.29,2.484e-06,0.0284
2.3,2.42e-06,0.0287
2.31,2.378e-06,0.029
2.32,2.258e-06,0.0298
2.33,2.198e-06,0.0302
2.34,2.004e-06,0.0316
2.35,1.916e-06,0.0323
2.36,2.02e-06,0.0315
2.37,1.958e-06,0.032
2.38,2.07e-06,0.0311
2.39,1.994e-06,0.0317
2.4,1.954e-06,0.032
2.41,1.91e-06,0.0324
2.42,1.962e-06,0.0319
2.43,1.944e-06,0.0321
2.44,1.99e-06,0.0317
2.45,1.982e-06,0.0318
2.46,2.012e-06,0.0315
2.47,2.208e-06,0.0301
2.48,2.322e-06,0.0293
2.49,2.242e-06,0.0299
2.5,2.372e-06,0.029
2.51,2.174e-06,0.0303
2.52,2.082e-06,0.031
2.53,2.094e-06,0.0309
2.54,1.98e-06,0.0318
2.55,1.998e-06,0.0316
2.56,1.914e-06,0.0323
2.57,1.904e-06,0.0324
2.58,1.976e-06,0.0318
2.59,1.964e-06,0.0319
2.6,1.886e-06,0.0326
2.61,1.934e-06,0.0322
2.62,1.908e-06,0.0324
2.63,2.07e-06,0.0311
2.64,2.032e-06,0.0314
2.65,2.118e-06,0.0307
2.66,2.14e-06,0.0306
2.67,2.194e-06,0.0302
2.68,2.366e-06,0.0291
2.69,2.246e-06,0.0298
2.7,2.314e-06,0.0294
2.71,2.46e-06,0.0285
2.72,2.64e-06,0.0275
2.73,2.828e-06,0.0266
2.74,2.974e-06,0.0259
2.75,2.772e-06,0.0269
2.76,2.552e-06,0.028
2.77,2.548e-06,0.028
2.78,2.376e-06,0.029
2.79,2.334e-06,0.0293
2.8,2.276e-06,0.0296
2.81,2.302e-06,0.0295
2.82,2.266e-06,0.0297
2.83,2.346e-06,0.0292
2.84,2.196e-06,0.0302
2.85,2.242e-06,0.0299
2.86,2.124e-06,0.0307
2.87,2.058e-06,0.0312
2.88,2.036e-06,0.0313
2.89,1.992e-06,0.0317
2.9,2.078e-06,0.031
2.91,2.016e-06,0.0315
2.92,1.992e-06,0.0317
2.93,2.018e-06,0.0315
2.94,1.97e-06,0.0319
2.95,1.956e-06,0.032
2.96,1.952e-06,0.032
2.97,2.134e-06,0.0306
2.98,2.096e-06,0.0309
2.99,2.314e-06,0.0294
3,2.446e-06,0.0286
3.01,2.424e-06,0.0287
3.02,2.144e-06,0.0305
3.03,2.054e-06,0.0312
3.04,2.052e-06,0.0312
3.05,1.832e-06,0.033
3.06,1.904e-06,0.0324
3.07,1.788e-06,0.0334
3.08,1.842e-06,0.033
3.09,1.662e-06,0.0347
3.1,1.812e-06,0.0332
3.11,1.682e-06,0.0345
3.12,1.872e-06,0.0327
3.13,1.85e-06,0.0329
3.14,1.932e-06,0.0322
3.15,2.062e-06,0.0311
3.16,2.188e-06,0.0302
3.17,2.31e-06,0.0294
3.18,2.376e-06,0.029
3.19,2.414e-06,0.0288
3.2,2.586e-06,0.0278
3.21,2.492e-06,0.0283
3.22,2.546e-06,0.028
3.23,2.624e-06,0.0276
3.24,2.484e-06,0.0284
3.25,2.508e-06,0.0282
3.26,2.4e-06,0.0289
3.27,2.148e-06,0.0305
3.28,2.004e-06,0.0316
3.29,2.062e-06,0.0311
3.3,1.808e-06,0.0333
3.31,1.932e-06,0.0322
3.32,1.886e-06,0.0326
3.33,2.08e-06,0.031
3.34,2.006e-06,0.0316
3.35,1.992e-06,0.0317
3.36,1.968e-06,0.0319
3.37,2.042e-06,0.0313
3.38,2.148e-06,0.0305
3.39,2.276e-06,0.0296
3.4,2.24e-06,0.0299
3.41,2.208e-06,0.0301
3.42,2.114e-06,0.0308
3.43,2.308e-06,0.0294
3.44,2.158e-06,0.0304
3.45,2.156e-06,0.0305
3.46,1.94e-06,0.0321
3.47,1.946e-06,0.0321
3.48,1.766e-06,0.0337
3.49,1.854e-06,0.0328
3.5,1.636e-06,0.035
3.51,1.742e-06,0.0339
3.52,1.586e-06,0.0355
3.53,1.536e-06,0.0361
3.54,1.6e-06,0.0354
3.55,1.542e-06,0.036
3.56,1.56e-06,0.0358
3.57,1.436e-06,0.0373
3.58,1.482e-06,0.0367
3.59,1.49e-06,0.0366
3.6,1.424e-06,0.0375
3.61,1.546e-06,0.036
3.62,1.544e-06,0.036
3.63,1.638e-06,0.0349
3.64,1.684e-06,0.0345
3.65,1.822e-06,0.0331
3.66,1.744e-06,0.0339
3.67,1.906e-06,0.0324
3.68,2.152e-06,0.0305
3.69,2.166e-06,0.0304
3.7,2.116e-06,0.0307
3.71,2.212e-06,0.0301
3.72,2.186e-06,0.0302
3.73,2.318e-06,0.0294
3.74,2.424e-06,0.0287
3.75,2.392e-06,0.0289
3.76,2.374e-06,0.029
3.77,2.106e-06,0.0308
3.78,1.82e-06,0.0331
3.79,1.61e-06,0.0352
3.8,1.434e-06,0.0373
3.81,1.254e-06,0.0399
3.82,1.238e-06,0.0402
3.83,1.248e-06,0.04
3.84,1.328e-06,0.0388
3.85,1.376e-06,0.0381
3.86,1.374e-06,0.0382
3.87,1.51e-06,0.0364
3.88,1.47e-06,0.0369
3.89,1.408e-06,0.0377
3.9,1.526e-06,0.0362
3.91,1.694e-06,0.0344
3.92,1.646e-06,0.0349
3.93,1.758e-06,0.0337
3.94,1.622e-06,0.0351
3.95,1.51e-06,0.0364
3.96,1.382e-06,0.038
3.97,1.206e-06,0.0407
3.98,1.078e-06,0.0431
3.99,9.98e-07,0.0448
4,9.82e-07,0.0451
4.01,8.82e-07,0.0476
4.02,9.36e-07,0.0462
4.03,9.36e-07,0.0462
4.04,8.92e-07,0.0474
4.05,8.1e-07,0.0497
4.06,9.46e-07,0.046
4.07,8.48e-07,0.0486
4.08,8.36e-07,0.0489
4.09,8e-07,0.05
4.1,9.16e-07,0.0467
4.11,8.54e-07,0.0484
4.12,9.12e-07,0.0468
4.13,8.8e-07,0.0477
4.14,9.76e-07,0.0453
4.15,9.82e-07,0.0451
4.16,9.7e-07,0.0454
4.17,9.2e-07,0.0466
4.18,9.44e-07,0.046
4.19,9.66e-07,0.0455
4.2,9.5e-07,0.0459
4.21,8.86e-07,0.0475
4.22,9.06e-07,0.047
4.23,8.2e-07,0.0494
4.24,8.28e-07,0.0491
4.25,7.44e-07,0.0518
4.26,7.94e-07,0.0502
4.27,8.88e-07,0.0475
4.28,7.98e-07,0.0501
4.29,7.28e-07,0.0524
4.3,7.84e-07,0.0505
4.31,7.44e-07,0.0518
4.32,7.78e-07,0.0507
4.33,7.94e-07,0.0502
4.34,7.64e-07,0.0512
4.35,7.44e-07,0.0518
4.36,7.78e-07,0.0507
4.37,7.88e-07,0.0504
4.38,7.34e-07,0.0522
4.39,8.56e-07,0.0483
4.4,8.54e-07,0.0484
4.41,9.34e-07,0.0463
4.42,9.52e-07,0.0458
4.43,8.82e-07,0.0476
4.44,1.01e-06,0.0445
4.45,9.84e-07,0.0451
4.46,1.006e-06,0.0446
4.47,8.7e-07,0.0479
4.48,9.46e-07,0.046
4.49,8.32e-07,0.049
4.5,7.84e-07,0.0505
4.51,7.96e-07,0.0501
4.52,8.24e-07,0.0493
4.53,7.46e-07,0.0518
4.54,7.68e-07,0.051
4.55,7.28e-07,0.0524
4.56,7.62e-07,0.0512
4.57,7.88e-07,0.0504
4.58,7.12e-07,0.053
4.59,7.18e-07,0.0528
4.6,8.26e-07,0.0492
4.61,7.86e-07,0.0504
4.62,7.96e-07,0.0501
4.63,7.5e-07,0.0516
4.64,7.7e-07,0.051
4.65,7.78e-07,0.0507
4.66,7.68e-07,0.051
4.67,7.56e-07,0.0514
4.68,7.32e-07,0.0523
4.69,7.12e-07,0.053
4.7,7.9e-07,0.0503
4.71,7.76e-07,0.0508
4.72,6.62e-07,0.055
4.73,7.62e-07,0.0512
4.74,6.58e-07,0.0551
4.75,7.5e-07,0.0516
4.76,7.32e-07,0.0523
4.77,6.8e-07,0.0542
4.78,7.14e-07,0.0529
4.79,6.92e-07,0.0538
4.8,7.72e-07,0.0509
4.81,7.62e-07,0.0512
4.82,7.94e-07,0.0502
4.83,7.28e-07,0.0524
4.84,7.4e-07,0.052
4.85,7.16e-07,0.0529
4.86,7.28e-07,0.0524
4.87,6.48e-07,0.0556
4.88,7.14e-07,0.0529
4.89,7.32e-07,0.0523
4.9,8.02e-07,0.0499
4.91,7.88e-07,0.0504
4.92,8.38e-07,0.0489
4.93,7.48e-07,0.0517
4.94,7.54e-07,0.0515
4.95,7.68e-07,0.051
4.96,7.32e-07,0.0523
4.97,7.72e-07,0.0509
4.98,7.12e-07,0.053
4.99,7.2e-07,0.0527
5,6.8e-07,0.0542
5.01,7.38e-07,0.0521
5.02,6.74e-07,0.0545
5.03,7.16e-07,0.0529
5.04,7.72e-07,0.0509
5.05,7.52e-07,0.0516
5.06,8.44e-07,0.0487
5.07,8.62e-07,0.0482
5.08,1.022e-06,0.0442
5.09,1.074e-06,0.0432
5.1,1.328e-06,0.0388
5.11,1.388e-06,0.038
5.12,1.412e-06,0.0376
5.13,1.258e-06,0.0399
5.14,1.122e-06,0.0422
5.15,1.07e-06,0.0432
5.16,1.044e-06,0.0438
5.17,9.44e-07,0.046
5.18,8.24e-07,0.0493
5.19,8.84e-07,0.0476
5.2,8.84e-07,0.0476
5.21,8.58e-07,0.0483
5.22,8.08e-07,0.0498
5.23,9.26e-07,0.0465
5.24,9.52e-07,0.0458
5.25,8.4e-07,0.0488
5.26,8.74e-07,0.0478
5.27,9.14e-07,0.0468
5.28,8.54e-07,0.0484
5.29,8.36e-07,0.0489
5.3,9.04e-07,0.047
5.31,8.6e-07,0.0482
5.32,8.72e-07,0.0479
5.33,8.2e-07,0.0494
5.34,7.8e-07,0.0506
5.35,7.5e-07,0.0516
5.36,8.24e-07,0.0493
5.37,8.58e-07,0.0483
5.38,8.9e-07,0.0474
5.39,7.98e-07,0.0501
5.4,8.16e-07,0.0495
5.41,8.24e-07,0.0493
5.42,8.38e-07,0.0489
5.43,8.7e-07,0.0479
5.44,7.2e-07,0.0527
5.45,7.5e-07,0.0516
5.46,7.76e-07,0.0508
5.47,8.1e-07,0.0497
5.48,6.6e-07,0.055
5.49,7.62e-07,0.0512
5.5,7.1e-07,0.0531
5.51,6.74e-07,0.0545
5.52,6.48e-07,0.0556
5.53,6.8e-07,0.0542
5.54,6.98e-07,0.0535
5.55,7.26e-07,0.0525
5.56,7.88e-07,0.0504
5.57,9.62e-07,0.0456
5.58,9.96e-07,0.0448
5.59,1.228e-06,0.0404
5.6,1.46e-06,0.037
5.61,1.582e-06,0.0356
5.62,1.674e-06,0.0346
5.63,1.676e-06,0.0345
5.64,1.624e-06,0.0351
5.65,1.43e-06,0.0374
5.66,1.2e-06,0.0408
5.67,1.088e-06,0.0429
5.68,9.3e-07,0.0464
5.69,8.2e-07,0.0494
5.7,7.38e-07,0.0521
5.71,8.06e-07,0.0498
5.72,7.92e-07,0.0503
5.73,7.28e-07,0.0524
5.74,7.12e-07,0.053
5.75,7.32e-07,0.0523
5.76,6.84e-07,0.0541
5.77,7.52e-07,0.0516
5.78,6.66e-07,0.0548
5.79,6.54e-07,0.0553
5.8,7.08e-07,0.0531
5.81,7.18e-07,0.0528
5.82,7.22e-07,0.0526
5.83,6.9e-07,0.0538
5.84,6.68e-07,0.0547
5.85,7.28e-07,0.0524
5.86,7.8e-07,0.0506
5.87,8.02e-07,0.0499
5.88,7.78e-07,0.0507
5.89,8.18e-07,0.0494
5.9,8.46e-07,0.0486
5.91,7.78e-07,0.0507
5.92,8e-07,0.05
5.93,7.76e-07,0.0508
5.94,7.04e-07,0.0533
5.95,7.06e-07,0.0532
5.96,6.22e-07,0.0567
5.97,6.36e-07,0.0561
5.98,5.42e-07,0.0607
5.99,5.02e-07,0.0631
6,5e-07,0.0632
6.01,4.46e-07,0.067
6.02,5.48e-07,0.0604
6.03,4.34e-07,0.0679
6.04,4.9e-07,0.0639
6.05,5.52e-07,0.0602
6.06,6.02e-07,0.0576
6.07,7.24e-07,0.0526
6.08,8.08e-07,0.0498
6.09,9.38e-07,0.0462
6.1,1.116e-06,0.0423
6.11,1.34e-06,0.0386
6.12,1.45e-06,0.0371
6.13,1.53e-06,0.0362
6.14,1.334e-06,0.0387
6.15,1.322e-06,0.0389
6.16,1.214e-06,0.0406
6.17,1.016e-06,0.0444
6.18,8.54e-07,0.0484
6.19,6.82e-07,0.0542
6.2,6.32e-07,0.0563
6.21,5.72e-07,0.0591
6.22,4.82e-07,0.0644
6.23,5.04e-07,0.063
6.24,4.8e-07,0.0645
6.25,4.66e-07,0.0655
6.26,4.24e-07,0.0687
6.27,4.32e-07,0.068
6.28,4.04e-07,0.0704
6.29,4.32e-07,0.068
6.3,4.8e-07,0.0645
6.31,4.2e-07,0.069
6.32,4.08e-07,0.07
6.33,4.5e-07,0.0667
6.34,4.2e-07,0.069
6.35,4.12e-07,0.0697
6.36,4.96e-07,0.0635
6.37,6.38e-07,0.056
6.38,6e-07,0.0577
6.39,6.26e-07,0.0565
6.4,6.92e-07,0.0538
6.41,7.08e-07,0.0531
6.42,6.9e-07,0.0538
6.43,6.78e-07,0.0543
6.44,6.72e-07,0.0546
6.45,5.6e-07,0.0598
6.46,5.18e-07,0.0621
6.47,5.02e-07,0.0631
6.48,4.48e-07,0.0668
6.49,3.48e-07,0.0758
6.5,3.8e-07,0.0725
6.51,3.76e-07,0.0729
6.52,3.46e-07,0.076
6.53,4.2e-07,0.069
6.54,4.26e-07,0.0685
6.55,3.88e-07,0.0718
6.56,4.62e-07,0.0658
6.57,5.2e-07,0.062
6.58,6.28e-07,0.0564
6.59,6.7e-07,0.0546
6.6,6.92e-07,0.0538
6.61,7.08e-07,0.0531
6.62,6.76e-07,0.0544
6.63,6.18e-07,0.0569
6.64,5.48e-07,0.0604
6.65,5.26e-07,0.0617
6.66,4.44e-07,0.0671
6.67,4.44e-07,0.0671
6.68,3.86e-07,0.072
6.69,4.18e-07,0.0692
6.7,3.5e-07,0.0756
6.71,3.48e-07,0.0758
6.72,3.46e-07,0.076
6.73,3e-07,0.0816
6.74,3.3e-07,0.0778
6.75,2.8e-07,0.0845
6.76,2.94e-07,0.0825
6.77,2.74e-07,0.0854
6.78,2.72e-07,0.0857
6.79,3.04e-07,0.0811
6.8,2.74e-07,0.0854
6.81,2.78e-07,0.0848
6.82,2.48e-07,0.0898
6.83,2.54e-07,0.0887
6.84,3.34e-07,0.0774
6.85,2.74e-07,0.0854
6.86,3.18e-07,0.0793
6.87,3.56e-07,0.075
6.88,3.94e-07,0.0712
6.89,3.34e-07,0.0774
6.9,3.76e-07,0.0729
6.91,4.14e-07,0.0695
6.92,4.08e-07,0.07
6.93,4.56e-07,0.0662
6.94,3.72e-07,0.0733
6.95,3.7e-07,0.0735
6.96,3.32e-07,0.0776
6.97,2.8e-07,0.0845
6.98,2.18e-07,0.0958
6.99,2.32e-07,0.0928
7,1.68e-07,0.1091
7.01,1.66e-07,0.1098
7.02,2e-07,0.1
7.03,1.76e-07,0.1066
7.04,1.68e-07,0.1091
7.05,1.5e-07,0.1155
7.06,1.92e-07,0.1021
7.07,2.54e-07,0.0887
7.08,2.86e-07,0.0836
7.09,3e-07,0.0816
7.1,3.56e-07,0.075
7.11,3.86e-07,0.072
7.12,4.06e-07,0.0702
7.13,3.76e-07,0.0729
7.14,4e-07,0.0707
7.15,3.04e-07,0.0811
7.16,2.52e-07,0.0891
7.17,2.02e-07,0.0995
7.18,1.96e-07,0.101
7.19,1.92e-07,0.1021
7.2,1.6e-07,0.1118
7.21,1.42e-07,0.1187
7.22,1.34e-07,0.1222
7.23,1.34e-07,0.1222
7.24,9.6e-08,0.1443
7.25,1.1e-07,0.1348
7.26,1e-07,0.1414
7.27,1.28e-07,0.125
7.28,1.24e-07,0.127
7.29,8.6e-08,0.1525
7.3,1.26e-07,0.126
7.31,1.2e-07,0.1291
7.32,1.26e-07,0.126
7.33,1.36e-07,0.1213
7.34,1.44e-07,0.1179
7.35,1.28e-07,0.125
7.36,1.24e-07,0.127
7.37,1.28e-07,0.125
7.38,1.48e-07,0.1162
7.39,1.66e-07,0.1098
7.4,1.22e-07,0.128
7.41,1.04e-07,0.1387
7.42,1.16e-07,0.1313
7.43,1.18e-07,0.1302
7.44,1.14e-07,0.1325
7.45,9.2e-08,0.1474
7.46,8.8e-08,0.1508
7.47,1e-07,0.1414
7.48,1.28e-07,0.125
7.49,9.8e-08,0.1429
7.5,1.16e-07,0.1313
7.51,1.2e-07,0.1291
7.52,1.06e-07,0.1374
7.53,1.08e-07,0.1361
7.54,9.2e-08,0.1474
7.55,1e-07,0.1414
7.56,1.16e-07,0.1313
7.57,1.1e-07,0.1348
7.58,1.16e-07,0.1313
7.59,8e-08,0.1581
7.6,1.4e-07,0.1195
7.61,1.06e-07,0.1374
7.62,9.6e-08,0.1443
7.63,1.04e-07,0.1387
7.64,6.6e-08,0.1741
7.65,7.4e-08,0.1644
7.66,1e-07,0.1414
7.67,8.4e-08,0.1543
7.68,8.6e-08,0.1525
7.69,9.8e-08,0.1429
7.7,8e-08,0.1581
7.71,7.8e-08,0.1601
7.72,9.8e-08,0.1429
7.73,8.2e-08,0.1562
7.74,9.6e-08,0.1443
7.75,8.6e-08,0.1525
7.76,9.2e-08,0.1474
7.77,7.4e-08,0.1644
7.78,7e-08,0.169
7.79,8.8e-08,0.1508
7.8,8.8e-08,0.1508
7.81,6.8e-08,0.1715
7.82,7.2e-08,0.1667
7.83,7.6e-08,0.1622
7.84,8.4e-08,0.1543
7.85,8e-08,0.1581
7.86,8e-08,0.1581
7.87,7e-08,0.169
7.88,8.8e-08,0.1508
7.89,8e-08,0.1581
7.9,9.4e-08,0.1459
7.91,8e-08,0.1581
7.92,1.14e-07,0.1325
7.93,5.4e-08,0.1925
7.94,6.4e-08,0.1768
7.95,5.4e-08,0.1925
7.96,7.6e-08,0.1622
7.97,5.2e-08,0.1961
7.98,6e-08,0.1826
7.99,5.2e-08,0.1961
8,8.8e-08,0.1508
8.01,5.2e-08,0.1961
8.02,5e-08,0.2
8.03,8.8e-08,0.1508
8.04,7e-08,0.169
8.05,7.2e-08,0.1667
8.06,5.8e-08,0.1857
8.07,5.4e-08,0.1925
8.08,8.2e-08,0.1562
8.09,7.4e-08,0.1644
8.1,7.8e-08,0.1601
8.11,9.4e-08,0.1459
8.12,6.6e-08,0.1741
8.13,7e-08,0.169
8.14,8.4e-08,0.1543
8.15,6.6e-08,0.1741
8.16,6.4e-08,0.1768
8.17,6.4e-08,0.1768
8.18,5.2e-08,0.1961
8.19,5e-08,0.2
8.2,7e-08,0.169
8.21,6e-08,0.1826
8.22,5e-08,0.2
8.23,5.6e-08,0.189
8.24,5.6e-08,0.189
8.25,2.8e-08,0.2673
8.26,5.8e-08,0.1857
8.27,6.8e-08,0.1715
8.28,5.8e-08,0.1857
8.29,5.8e-08,0.1857
8.3,4.6e-08,0.2085
8.31,3.4e-08,0.2425
8.32,4.8e-08,0.2041
8.33,6.6e-08,0.1741
8.34,6e-08,0.1826
8.35,6.8e-08,0.1715
8.36,6.6e-08,0.1741
8.37,5.6e-08,0.189
8.38,6.8e-08,0.1715
8.39,4.8e-08,0.2041
8.4,6.4e-08,0.1768
8.41,5.6e-08,0.189
8.42,5e-08,0.2
8.43,6.2e-08,0.1796
8.44,4.8e-08,0.2041
8.45,6.2e-08,0.1796
8.46,4.8e-08,0.2041
8.47,4e-08,0.2236
8.48,2.2e-08,0.3015
8.49,5e-08,0.2
8.5,4.8e-08,0.2041
8.51,3.8e-08,0.2294
8.52,3.4e-08,0.2425
8.53,4.6e-08,0.2085
8.54,5.4e-08,0.1925
8.55,6e-08,0.1826
8.56,5e-08,0.2
8.57,3.6e-08,0.2357
8.58,4.8e-08,0.2041
8.59,3.6e-08,0.2357
8.6,3.6e-08,0.2357
8.61,4e-08,0.2236
8.62,3e-08,0.2582
8.63,3.2e-08,0.25
8.64,4e-08,0.2236
8.65,3.2e-08,0.25
8.66,2.6e-08,0.2774
8.67,2e-08,0.3162
8.68,2.6e-08,0.2774
8.69,2.4e-08,0.2887
8.7,3.4e-08,0.2425
8.71,3.6e-08,0.2357
8.72,5.2e-08,0.1961
8.73,4.4e-08,0.2132
8.74,5e-08,0.2
8.75,2.4e-08,0.2887
8.76,3e-08,0.2582
8.77,2.2e-08,0.3015
8.78,3e-08,0.2582
8.79,3.6e-08,0.2357
8.8,4.8e-08,0.2041
8.81,2.6e-08,0.2774
