Energy_MeV,F8_Response_per_source_neutron,Relative_Error
8.76,4.6e-08,0.2085
8.77,2.6e-08,0.2774
8.78,4.6e-08,0.2085
8.79,3.8e-08,0.2294
8.8,4.4e-08,0.2132
8.81,2.8e-08,0.2673
8.82,5.6e-08,0.189
8.83,4.6e-08,0.2085
8.84,4.2e-08,0.2182
8.85,4.4e-08,0.2132
8.86,4.4e-08,0.2132
8.87,5e-08,0.2
8.88,4.4e-08,0.2132
8.89,5.6e-08,0.189
8.9,2.4e-08,0.2887
8.91,4.2e-08,0.2182
8.92,5.8e-08,0.1857
8.93,3.6e-08,0.2357
8.94,3.4e-08,0.2425
8.95,4.4e-08,0.2132
8.96,3.4e-08,0.2425
8.97,3.2e-08,0.25
8.98,3.6e-08,0.2357
8.99,3.2e-08,0.25
9,3.2e-08,0.25
9.01,2.4e-08,0.2887
9.02,2.4e-08,0.2887
9.03,2.6e-08,0.2774
9.04,3e-08,0.2582
9.05,2.4e-08,0.2887
9.06,4e-08,0.2236
9.07,3.8e-08,0.2294
9.08,3.2e-08,0.25
9.09,3.2e-08,0.25
9.1,2.8e-08,0.2673
9.11,2.2e-08,0.3015
9.12,2.8e-08,0.2673
9.13,3.6e-08,0.2357
9.14,2.6e-08,0.2774
9.15,2.8e-08,0.2673
9.16,2.4e-08,0.2887
9.17,1.8e-08,0.3333
9.18,2.6e-08,0.2774
9.19,1.4e-08,0.378
9.2,2e-08,0.3162
9.21,3e-08,0.2582
9.22,3.6e-08,0.2357
9.23,4.2e-08,0.2182
9.24,2.2e-08,0.3015
9.25,4.2e-08,0.2182
9.26,2.8e-08,0.2673
9.27,3e-08,0.2582
9.28,3e-08,0.2582
9.29,3e-08,0.2582
9.3,3.8e-08,0.2294
9.31,2e-08,0.3162
9.32,2.2e-08,0.3015
9.33,2.6e-08,0.2774
9.34,2.4e-08,0.2887
9.35,2.4e-08,0.2887
9.36,2.4e-08,0.2887
9.37,2.6e-08,0.2774
9.38,3.6e-08,0.2357
9.39,4e-08,0.2236
9.4,2.6e-08,0.2774
9.41,4e-08,0.2236
9.42,3e-08,0.2582
9.43,3.8e-08,0.2294
9.44,3.4e-08,0.2425
9.45,3.4e-08,0.2425
9.46,3e-08,0.2582
9.47,2.2e-08,0.3015
9.48,3e-08,0.2582
9.49,2.8e-08,0.2673
9.5,2.8e-08,0.2673
9.51,3.4e-08,0.2425
9.52,3e-08,0.2582
9.53,3.2e-08,0.25
9.54,2e-08,0.3162
9.55,2.4e-08,0.2887
9.56,2.6e-08,0.2774
9.57,3e-08,0.2582
9.58,2.8e-08,0.2673
9.59,3.4e-08,0.2425
9.6,4.2e-08,0.2182
9.61,3.4e-08,0.2425
9.62,2.2e-08,0.3015
9.63,1.8e-08,0.3333
9.64,4.2e-08,0.2182
9.65,2.2e-08,0.3015
9.66,3.8e-08,0.2294
9.67,2.4e-08,0.2887
9.68,2.4e-08,0.2887
9.69,3.6e-08,0.2357
9.7,2.6e-08,0.2774
9.71,2e-08,0.3162
9.72,1.6e-08,0.3536
9.73,2.8e-08,0.2673
9.74,2e-08,0.3162
9.75,3.4e-08,0.2425
9.76,2.6e-08,0.2774
9.77,1.8e-08,0.3333
9.78,2.8e-08,0.2673
9.79,2e-08,0.3162
9.8,1.8e-08,0.3333
9.81,2.4e-08,0.2887
9.82,2.8e-08,0.2673
9.83,2.4e-08,0.2887
9.84,2.4e-08,0.2887
9.85,1.8e-08,0.3333
9.86,2.6e-08,0.2774
9.87,3e-08,0.2582
9.88,3.4e-08,0.2425
9.89,1.8e-08,0.3333
9.9,3e-08,0.2582
9.91,2.6e-08,0.2774
9.92,2.6e-08,0.2774
9.93,1e-08,0.4472
9.94,2e-08,0.3162
9.95,2.4e-08,0.2887
9.96,4.2e-08,0.2182
9.97,4.2e-08,0.2182
9.98,3.4e-08,0.2425
9.99,3.8e-08,0.2294
10,2.6e-08,0.2774
10.01,2.4e-08,0.2887
10.02,2.6e-08,0.2774
10.03,2.4e-08,0.2887
10.04,2e-08,0.3162
10.05,2.8e-08,0.2673
10.06,2.2e-08,0.3015
10.07,2.2e-08,0.3015
10.08,2.4e-08,0.2887
10.09,1.8e-08,0.3333
10.1,2e-08,0.3162
10.11,1.8e-08,0.3333
10.12,2.2e-08,0.3015
10.13,3.4e-08,0.2425
10.14,2e-08,0.3162
10.15,1.8e-08,0.3333
10.16,2.6e-08,0.2774
10.17,2.4e-08,0.2887
10.18,2.2e-08,0.3015
10.19,3e-08,0.2582
10.2,2.8e-08,0.2673
10.21,1.8e-08,0.3333
10.22,3e-08,0.2582
10.23,3e-08,0.2582
10.24,3e-08,0.2582
10.25,2.2e-08,0.3015
10.26,3.4e-08,0.2425
10.27,1.8e-08,0.3333
10.28,2e-08,0.3162
10.29,1.8e-08,0.3333
10.3,1e-08,0.4472
10.31,2e-08,0.3162
10.32,2.6e-08,0.2774
10.33,2.4e-08,0.2887
10.34,2.4e-08,0.2887
10.35,2e-08,0.3162
10.36,1.6e-08,0.3536
10.37,2e-08,0.3162
10.38,3e-08,0.2582
10.39,2.6e-08,0.2774
10.4,1.4e-08,0.378
10.41,2.6e-08,0.2774
10.42,3.2e-08,0.25
10.43,1.4e-08,0.378
10.44,3e-08,0.2582
10.45,1.4e-08,0.378
10.46,2.6e-08,0.2774
10.47,2.4e-08,0.2887
10.48,2.2e-08,0.3015
10.49,2.2e-08,0.3015
10.5,1.6e-08,0.3536
10.51,2e-08,0.3162
10.52,2e-08,0.3162
10.53,2.2e-08,0.3015
10.54,2.4e-08,0.2887
10.55,1.4e-08,0.378
10.56,1.6e-08,0.3536
10.57,1.2e-08,0.4082
10.58,2.2e-08,0.3015
10.59,1.2e-08,0.4082
10.6,1e-08,0.4472
10.61,1.8e-08,0.3333
10.62,1e-08,0.4472
10.63,8e-09,0.5
10.64,1.8e-08,0.3333
10.65,1.8e-08,0.3333
10.66,1.2e-08,0.4082
10.67,1.6e-08,0.3536
10.68,8e-09,0.5
10.69,1e-08,0.4472
10.7,2e-08,0.3162
10.71,1e-08,0.4472
10.72,2.4e-08,0.2887
10.73,1.8e-08,0.3333
10.74,2e-08,0.3162
10.75,2.6e-08,0.2774
10.76,2.4e-08,0.2887
10.77,8e-09,0.5
10.78,1.8e-08,0.3333
10.79,2.4e-08,0.2887
10.8,1.6e-08,0.3536
10.81,1.8e-08,0.3333
10.82,1.8e-08,0.3333
10.83,3.2e-08,0.25
10.84,1.2e-08,0.4082
10.85,2e-08,0.3162
10.86,1.8e-08,0.3333
10.87,1.6e-08,0.3536
10.88,1.6e-08,0.3536
10.89,1.6e-08,0.3536
10.9,8e-09,0.5
10.91,1.6e-08,0.3536
10.92,1.2e-08,0.4082
10.93,1.4e-08,0.378
10.94,1.2e-08,0.4082
10.95,1.6e-08,0.3536
10.96,2e-08,0.3162
10.97,1e-08,0.4472
10.98,1.4e-08,0.378
10.99,8e-09,0.5
11,1.4e-08,0.378
11.01,2.4e-08,0.2887
11.02,1e-08,0.4472
11.03,1e-08,0.4472
11.04,1e-08,0.4472
11.05,2.4e-08,0.2887
11.06,1.2e-08,0.4082
11.07,2e-08,0.3162
11.08,8e-09,0.5
11.09,4e-09,0.7071
11.1,1.8e-08,0.3333
11.11,2.2e-08,0.3015
11.12,1e-08,0.4472
11.13,1.8e-08,0.3333
11.14,1.6e-08,0.3536
11.15,1e-08,0.4472
11.16,1.2e-08,0.4082
11.17,1.2e-08,0.4082
11.18,1.2e-08,0.4082
11.19,4e-09,0.7071
11.2,1.6e-08,0.3536
11.21,1.4e-08,0.378
11.22,1e-08,0.4472
11.23,8e-09,0.5
11.24,1.6e-08,0.3536
11.25,1e-08,0.4472
11.26,1.2e-08,0.4082
11.27,1.4e-08,0.378
11.28,1.4e-08,0.378
11.29,2.2e-08,0.3015
11.3,1e-08,0.4472
11.31,4e-09,0.7071
11.32,1.8e-08,0.3333
11.33,1.2e-08,0.4082
11.34,8e-09,0.5
11.35,1e-08,0.4472
11.36,6e-09,0.5774
11.37,1.6e-08,0.3536
11.38,1e-08,0.4472
11.39,6e-09,0.5774
11.4,4e-09,0.7071
11.41,1e-08,0.4472
11.42,4e-09,0.7071
11.43,1.2e-08,0.4082
11.44,1e-08,0.4472
11.45,8e-09,0.5
11.46,1.4e-08,0.378
11.47,6e-09,0.5774
11.48,6e-09,0.5774
11.49,8e-09,0.5
11.5,1.2e-08,0.4082
11.51,6e-09,0.5774
11.52,1e-08,0.4472
11.53,6e-09,0.5774
11.54,1.4e-08,0.378
11.55,8e-09,0.5
11.56,6e-09,0.5774
11.57,0,0
11.58,6e-09,0.5774
11.59,8e-09,0.5
11.6,1.6e-08,0.3536
11.61,4e-09,0.7071
11.62,6e-09,0.5774
11.63,8e-09,0.5
11.64,6e-09,0.5774
11.65,8e-09,0.5
11.66,4e-09,0.7071
11.67,1.2e-08,0.4082
11.68,2e-09,1
11.69,4e-09,0.7071
11.7,4e-09,0.7071
11.71,1.4e-08,0.378
11.72,1e-08,0.4472
11.73,6e-09,0.5774
11.74,6e-09,0.5774
11.75,4e-09,0.7071
11.76,8e-09,0.5
11.77,0,0
11.78,4e-09,0.7071
11.79,6e-09,0.5774
11.8,2e-09,1
11.81,2e-09,1
11.82,2e-09,1
11.83,2e-09,1
11.84,2e-09,1
11.85,0,0
11.86,4e-09,0.7071
11.87,2e-09,1
11.88,0,0
11.89,4e-09,0.7071
11.9,4e-09,0.7071
11.91,2e-09,1
11.92,2e-09,1
11.93,6e-09,0.5774
11.94,4e-09,0.7071
11.95,0,0
11.96,4e-09,0.7071
11.97,6e-09,0.5774
11.98,6e-09,0.5774
11.99,2e-09,1
12,2e-09,1
12.01,0,0
12.02,2e-09,1
12.03,0,0
12.04,0,0
12.05,4e-09,0.7071
12.06,2e-09,1
12.07,4e-09,0.7071
12.08,2e-09,1
12.09,0,0
12.1,4e-09,0.7071
12.11,4e-09,0.7071
12.12,4e-09,0.7071
12.13,0,0
12.14,0,0
12.15,4e-09,0.7071
12.16,2e-09,1
12.17,0,0
12.18,0,0
12.19,0,0
12.2,0,0
12.21,2e-09,1
12.22,2e-09,1
12.23,2e-09,1
12.24,2e-09,1
12.25,2e-09,1
12.26,2e-09,1
12.27,4e-09,0.7071
12.28,0,0
12.29,2e-09,1
12.3,0,0
12.31,2e-09,1
12.32,2e-09,1
12.33,0,0
12.34,0,0
12.35,0,0
12.36,0,0
12.37,6e-09,0.5774
12.38,0,0
12.39,0,0
12.4,2e-09,1
12.41,2e-09,1
12.42,0,0
12.43,0,0
12.44,4e-09,0.7071
12.45,0,0
12.46,0,0
12.47,0,0
12.48,2e-09,1
12.49,0,0
12.5,0,0
12.51,0,0
12.52,0,0
12.53,2e-09,1
12.54,0,0
12.55,0,0
12.56,0,0
12.57,0,0
12.58,0,0
12.59,2e-09,1
12.6,2e-09,1
12.61,0,0
12.62,0,0
12.63,0,0
12.64,0,0
12.65,0,0
12.66,0,0
12.67,0,0
12.68,2e-09,1
12.69,0,0
12.7,0,0
12.71,0,0
12.72,2e-09,1
12.73,0,0
12.74,0,0
12.75,0,0
12.76,0,0
12.77,0,0
12.78,2e-09,1
12.79,0,0
12.8,0,0
12.81,0,0
12.82,0,0
12.83,0,0
12.84,2e-09,1
12.85,0,0
12.86,0,0
12.87,0,0
12.88,0,0
12.89,0,0
12.9,0,0
12.91,0,0
12.92,0,0
12.93,0,0
12.94,2e-09,1
12.95,0,0
12.96,2e-09,1
12.97,0,0
12.98,0,0
12.99,0,0
13,0,0
13.01,0,0
13.02,0,0
13.03,0,0
13.04,0,0
13.05,0,0
13.06,0,0
13.07,0,0
13.08,0,0
13.09,0,0
13.1,0,0
13.11,0,0
13.12,0,0
13.13,0,0
13.14,0,0
13.15,0,0
13.16,0,0
13.17,0,0
13.18,0,0
13.19,0,0
13.2,0,0
13.21,0,0
13.22,4e-09,0.7071
13.23,0,0
13.24,0,0
13.25,0,0
13.26,0,0
13.27,0,0
13.28,0,0
13.29,0,0
13.3,0,0
13.31,0,0
13.32,0,0
13.33,0,0
13.34,0,0
13.35,0,0
13.36,0,0
13.37,0,0
13.38,0,0
13.39,0,0
13.4,2e-09,1
13.41,0,0
13.42,0,0
13.43,0,0
13.44,2e-09,1
13.45,0,0
13.46,0,0
13.47,0,0
13.48,0,0
13.49,0,0
13.5,0,0
13.51,0,0
13.52,0,0
13.53,0,0
13.54,0,0
13.55,0,0
13.56,0,0
13.57,0,0
13.58,0,0
13.59,0,0
13.6,0,0
13.61,0,0
13.62,2e-09,1
13.63,0,0
13.64,0,0
13.65,0,0
13.66,0,0
13.67,0,0
13.68,0,0
13.69,0,0
13.7,0,0
13.71,0,0
13.72,0,0
13.73,0,0
13.74,0,0
13.75,0,0
13.76,0,0
13.77,0,0
13.78,0,0
13.79,0,0
13.8,0,0
13.81,0,0
13.82,0,0
13.83,0,0
13.84,0,0
13.85,0,0
13.86,0,0
13.87,2e-09,1
13.88,0,0
13.89,0,0
13.9,0,0
13.91,0,0
13.92,0,0
13.93,0,0
13.94,0,0
13.95,0,0
13.96,0,0
13.97,0,0
13.98,0,0
13.99,0,0
14,0,0
14.01,0,0
14.02,0,0
14.03,0,0
14.04,0,0
14.05,0,0
14.06,0,0
14.07,0,0
14.08,0,0
14.09,2e-09,1
14.1,0,0
14.11,0,0
14.12,0,0
14.13,0,0
14.14,0,0
14.15,0,0
14.16,0,0
14.17,0,0
14.18,0,0
14.19,0,0
14.2,0,0
14.21,0,0
14.22,0,0
14.23,0,0
14.24,0,0
14.25,0,0
14.26,0,0
14.27,2e-09,1
14.28,0,0
14.29,2e-09,1
14.3,0,0
14.31,0,0
14.32,0,0
14.33,0,0
14.34,0,0
14.35,0,0
14.36,0,0
14.37,0,0
14.38,0,0
14.39,0,0
14.4,0,0
14.41,0,0
14.42,0,0
14.43,0,0
14.44,0,0
14.45,0,0
14.46,0,0
14.47,0,0
14.48,0,0
14.49,0,0
14.5,0,0
14.51,0,0
14.52,0,0
14.53,0,0
14.54,0,0
14.55,0,0
14.56,0,0
14.57,0,0
14.58,0,0
14.59,0,0
14.6,0,0
14.61,0,0
14.62,0,0
14.63,0,0
14.64,0,0
14.65,0,0
14.66,0,0
14.67,2e-09,1
14.68,0,0
14.69,0,0
14.7,0,0
14.71,0,0
14.72,0,0
14.73,0,0
14.74,0,0
14.75,0,0
14.76,0,0
14.77,0,0
14.78,0,0
14.79,0,0
14.8,0,0
14.81,0,0
14.82,0,0
14.83,0,0
14.84,0,0
14.85,0,0
14.86,0,0
14.87,0,0
14.88,0,0
14.89,2e-09,1
14.9,2e-09,1
14.91,0,0
14.92,0,0
14.93,0,0
14.94,0,0
14.95,0,0
14.96,0,0
14.97,0,0
14.98,0,0
14.99,0,0
15,0,0
15.01,0,0
15.02,0,0
15.03,0,0
15.04,0,0
15.05,0,0
15.06,0,0
15.07,0,0
15.08,0,0
15.09,0,0
15.1,0,0
15.11,0,0
15.12,0,0
15.13,2e-09,1
15.14,0,0
15.15,0,0
15.16,0,0
15.17,0,0
15.18,0,0
15.19,0,0
15.2,0,0
15.21,2e-09,1
15.22,0,0
15.23,2e-09,1
15.24,0,0
15.25,0,0
15.26,0,0
15.27,0,0
15.28,0,0
15.29,0,0
15.3,2e-09,1
15.31,0,0
15.32,0,0
15.33,2e-09,1
15.34,0,0
15.35,0,0
15.36,0,0
15.37,0,0
15.38,0,0
15.39,0,0
15.4,0,0
15.41,0,0
15.42,0,0
15.43,4e-09,0.7071
15.44,0,0
15.45,0,0
15.46,0,0
15.47,0,0
15.48,0,0
15.49,0,0
15.5,0,0
15.51,0,0
15.52,0,0
15.53,0,0
15.54,0,0
15.55,2e-09,1
15.56,0,0
15.57,0,0
15.58,0,0
15.59,2e-09,1
15.6,0,0
15.61,0,0
15.62,0,0
15.63,0,0
15.64,0,0
15.65,0,0
15.66,0,0
15.67,0,0
15.68,0,0
15.69,0,0
15.7,0,0
15.71,0,0
15.72,0,0
15.73,0,0
15.74,0,0
15.75,0,0
15.76,0,0
15.77,0,0
15.78,0,0
15.79,0,0
15.8,0,0
15.81,0,0
15.82,0,0
15.83,0,0
15.84,0,0
15.85,2e-09,1
15.86,0,0
15.87,0,0
15.88,0,0
15.89,0,0
15.9,0,0
15.91,0,0
15.92,0,0
15.93,0,0
15.94,0,0
15.95,0,0
15.96,0,0
15.97,0,0
15.98,0,0
15.99,0,0
